EHAM,SKBO,05:21+02:00,21:42-05:00,0,false|EHAM,SEQM,05:21+02:00,11:15-05:00,340|SEQM,SKBO,19:55-05:00,21:42-05:00,360
EHAM,SLLP,07:01+02:00,10:48-04:00,1,false|EHAM,SUAA,07:01+02:00,18:06-03:00,340|SUAA,SGAS,22:17-03:00,00:32-04:00,300|SGAS,SLLP,07:54-04:00,10:48-04:00,360
EHAM,SLLP,07:01+02:00,19:55-04:00,1,false|EHAM,SUAA,07:01+02:00,18:06-03:00,340|SUAA,SGAS,22:17-03:00,00:32-04:00,300|SGAS,SLLP,16:01-04:00,19:55-04:00,320
EHAM,SLLP,07:01+02:00,21:00-04:00,1,false|EHAM,SUAA,07:01+02:00,18:06-03:00,340|SUAA,SGAS,22:17-03:00,00:32-04:00,300|SGAS,SLLP,18:06-04:00,21:00-04:00,320
EHAM,SLLP,07:01+02:00,02:20-04:00,2,false|EHAM,SUAA,07:01+02:00,18:06-03:00,340|SUAA,EKCH,19:19-03:00,16:10+02:00,340|EKCH,SLLP,17:42+02:00,02:20-04:00,300
EHAM,SLLP,07:01+02:00,06:15-04:00,2,false|EHAM,SUAA,07:01+02:00,18:06-03:00,340|SUAA,EKCH,19:19-03:00,16:10+02:00,340|EKCH,SLLP,21:37+02:00,06:15-04:00,320
EHAM,SLLP,03:04+02:00,02:28-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,SKBO,08:17+02:00,15:49-05:00,360|SKBO,SLLP,21:33-05:00,02:28-04:00,360
EHAM,SLLP,03:04+02:00,01:46-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,SEQM,10:12+02:00,18:31-05:00,320|SEQM,SLLP,20:09-05:00,01:46-04:00,320
EHAM,SLLP,03:04+02:00,06:53-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,SVMI,18:00+02:00,01:09-04:00,360|SVMI,SLLP,01:15-04:00,06:53-04:00,300
EHAM,SLLP,03:04+02:00,05:34-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,SBBR,17:10+02:00,01:44-03:00,340|SBBR,SLLP,02:44-03:00,05:34-04:00,340
EHAM,SLLP,03:04+02:00,17:56-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,SBBR,17:10+02:00,01:44-03:00,340|SBBR,SLLP,14:06-03:00,17:56-04:00,300
EHAM,SLLP,03:04+02:00,23:06-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,SBBR,17:10+02:00,01:44-03:00,340|SBBR,SLLP,20:16-03:00,23:06-04:00,320
EHAM,SLLP,03:04+02:00,09:15-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,SPIM,20:00+02:00,05:19-05:00,360|SPIM,SLLP,05:55-05:00,09:15-04:00,300
EHAM,SLLP,03:04+02:00,12:57-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,SPIM,20:00+02:00,05:19-05:00,360|SPIM,SLLP,08:37-05:00,12:57-04:00,360
EHAM,SLLP,03:04+02:00,18:19-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,SPIM,20:00+02:00,05:19-05:00,360|SPIM,SLLP,14:59-05:00,18:19-04:00,360
EHAM,SLLP,03:04+02:00,23:45-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,SPIM,20:00+02:00,05:19-05:00,360|SPIM,SLLP,19:25-05:00,23:45-04:00,360
EHAM,SLLP,03:04+02:00,18:59-04:00,0,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,SLLP,09:15+02:00,18:59-04:00,320
EHAM,SLLP,03:04+02:00,21:39-04:00,0,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,SLLP,12:55+02:00,21:39-04:00,360
EHAM,SLLP,03:04+02:00,03:43-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,SLLP,18:59+02:00,03:43-04:00,360
EHAM,SLLP,03:04+02:00,08:10-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,SCEL,13:27+02:00,01:52-03:00,320|SCEL,SLLP,05:47-03:00,08:10-04:00,300
EHAM,SLLP,03:04+02:00,00:06-04:00,2,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,SCEL,13:27+02:00,01:52-03:00,320|SCEL,SLLP,21:43-03:00,00:06-04:00,320
EHAM,SLLP,03:04+02:00,00:06-04:00,2,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,SCEL,22:15+02:00,10:40-03:00,300|SCEL,SLLP,21:43-03:00,00:06-04:00,320
EHAM,SLLP,03:04+02:00,23:58-04:00,0,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,EBCI,10:13+02:00,13:08+02:00,360|EBCI,SLLP,15:13+02:00,23:58-04:00,360
EHAM,SLLP,03:04+02:00,05:41-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,EBCI,10:13+02:00,13:08+02:00,360|EBCI,SLLP,21:56+02:00,05:41-04:00,360
EHAM,SLLP,03:04+02:00,22:03-04:00,0,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,LBSF,10:06+02:00,13:32+03:00,300|LBSF,SLLP,13:53+03:00,22:03-04:00,300
EHAM,SLLP,03:04+02:00,08:36-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,LBSF,10:06+02:00,13:32+03:00,300|LBSF,SLLP,23:26+03:00,08:36-04:00,320
EHAM,SLLP,03:04+02:00,08:36-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,LBSF,16:24+02:00,19:50+03:00,320|LBSF,SLLP,23:26+03:00,08:36-04:00,320
EHAM,SLLP,03:04+02:00,07:12-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,LKPR,11:57+02:00,14:18+02:00,320|LKPR,SLLP,22:37+02:00,07:12-04:00,360
EHAM,SLLP,03:04+02:00,07:12-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,LKPR,16:24+02:00,19:45+02:00,300|LKPR,SLLP,22:37+02:00,07:12-04:00,360
EHAM,SLLP,03:04+02:00,06:46-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,LDZA,11:52+02:00,13:30+02:00,360|LDZA,SLLP,21:11+02:00,06:46-04:00,360
EHAM,SLLP,03:04+02:00,06:46-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,LDZA,12:58+02:00,14:36+02:00,300|LDZA,SLLP,21:11+02:00,06:46-04:00,360
EHAM,SLLP,03:04+02:00,02:20-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,EKCH,09:36+02:00,13:39+02:00,320|EKCH,SLLP,17:42+02:00,02:20-04:00,300
EHAM,SLLP,03:04+02:00,06:15-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,EKCH,09:36+02:00,13:39+02:00,320|EKCH,SLLP,21:37+02:00,06:15-04:00,320
EHAM,SLLP,03:04+02:00,10:26-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,VIDP,07:47+02:00,18:35+05:00,360|VIDP,SLLP,21:05+05:00,10:26-04:00,300
EHAM,SLLP,03:04+02:00,20:43-04:00,0,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,RKSI,09:21+02:00,18:17+09:00,320|RKSI,SLLP,19:52+09:00,20:43-04:00,340
EHAM,SLLP,03:04+02:00,11:15-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,RKSI,22:09+02:00,07:05+09:00,300|RKSI,SLLP,10:24+09:00,11:15-04:00,320
EHAM,SLLP,03:04+02:00,20:43-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,RKSI,22:09+02:00,07:05+09:00,300|RKSI,SLLP,19:52+09:00,20:43-04:00,340
EHAM,SLLP,03:04+02:00,07:29-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,VTBS,13:03+02:00,00:07+07:00,340|VTBS,SLLP,05:58+07:00,07:29-04:00,360
EHAM,SLLP,03:04+02:00,15:54-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,VTBS,13:03+02:00,00:07+07:00,340|VTBS,SLLP,13:23+07:00,15:54-04:00,300
EHAM,SLLP,03:04+02:00,20:13-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,VTBS,13:03+02:00,00:07+07:00,340|VTBS,SLLP,18:42+07:00,20:13-04:00,360
EHAM,SLLP,03:04+02:00,15:54-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,VTBS,21:17+02:00,08:21+07:00,320|VTBS,SLLP,13:23+07:00,15:54-04:00,300
EHAM,SLLP,03:04+02:00,20:13-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,VTBS,21:17+02:00,08:21+07:00,320|VTBS,SLLP,18:42+07:00,20:13-04:00,360
EHAM,SLLP,03:04+02:00,05:22-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,RJTT,17:51+02:00,03:55+09:00,300|RJTT,SLLP,04:30+09:00,05:22-04:00,300
EHAM,SLLP,03:04+02:00,13:33-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,RJTT,17:51+02:00,03:55+09:00,300|RJTT,SLLP,12:41+09:00,13:33-04:00,340
EHAM,SLLP,03:04+02:00,23:40-04:00,0,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,WMKK,08:11+02:00,21:45+08:00,360|WMKK,SLLP,22:37+08:00,23:40-04:00,360
EHAM,SLLP,03:04+02:00,11:57-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,WMKK,16:02+02:00,05:36+08:00,320|WMKK,SLLP,10:54+08:00,11:57-04:00,340
EHAM,SLLP,03:04+02:00,17:45-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,WMKK,16:02+02:00,05:36+08:00,320|WMKK,SLLP,16:42+08:00,17:45-04:00,320
EHAM,SLLP,03:04+02:00,23:40-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,WMKK,16:02+02:00,05:36+08:00,320|WMKK,SLLP,22:37+08:00,23:40-04:00,360
EHAM,SLLP,03:04+02:00,11:57-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,WMKK,20:40+02:00,09:14+08:00,300|WMKK,SLLP,10:54+08:00,11:57-04:00,340
EHAM,SLLP,03:04+02:00,17:45-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,WMKK,20:40+02:00,09:14+08:00,300|WMKK,SLLP,16:42+08:00,17:45-04:00,320
EHAM,SLLP,03:04+02:00,23:40-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,WMKK,20:40+02:00,09:14+08:00,300|WMKK,SLLP,22:37+08:00,23:40-04:00,360
EHAM,SLLP,03:04+02:00,09:50-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,WSSS,15:09+02:00,04:51+08:00,340|WSSS,SLLP,08:49+08:00,09:50-04:00,360
EHAM,SLLP,03:04+02:00,22:56-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,WSSS,15:09+02:00,04:51+08:00,340|WSSS,SLLP,21:55+08:00,22:56-04:00,360
EHAM,SLLP,03:04+02:00,22:56-04:00,1,false|EHAM,LATI,03:04+02:00,07:10+02:00,360|LATI,WSSS,21:53+02:00,10:35+08:00,300|WSSS,SLLP,21:55+08:00,22:56-04:00,360
EHAM,SLLP,08:11+02:00,02:28-04:00,2,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SKBO,18:50+02:00,01:22-05:00,300|SKBO,SLLP,21:33-05:00,02:28-04:00,360
EHAM,SLLP,08:11+02:00,08:46-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SEQM,17:18+02:00,01:37-05:00,320|SEQM,SLLP,03:09-05:00,08:46-04:00,340
EHAM,SLLP,08:11+02:00,13:02-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SEQM,17:18+02:00,01:37-05:00,320|SEQM,SLLP,08:25-05:00,13:02-04:00,320
EHAM,SLLP,08:11+02:00,21:09-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SEQM,17:18+02:00,01:37-05:00,320|SEQM,SLLP,16:32-05:00,21:09-04:00,320
EHAM,SLLP,08:11+02:00,01:46-04:00,2,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SEQM,17:18+02:00,01:37-05:00,320|SEQM,SLLP,20:09-05:00,01:46-04:00,320
EHAM,SLLP,08:11+02:00,06:53-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SVMI,18:00+02:00,01:09-04:00,360|SVMI,SLLP,01:15-04:00,06:53-04:00,300
EHAM,SLLP,08:11+02:00,05:34-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SBBR,17:10+02:00,01:44-03:00,340|SBBR,SLLP,02:44-03:00,05:34-04:00,340
EHAM,SLLP,08:11+02:00,17:56-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SBBR,17:10+02:00,01:44-03:00,340|SBBR,SLLP,14:06-03:00,17:56-04:00,300
EHAM,SLLP,08:11+02:00,23:06-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SBBR,17:10+02:00,01:44-03:00,340|SBBR,SLLP,20:16-03:00,23:06-04:00,320
EHAM,SLLP,08:11+02:00,09:15-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SPIM,20:00+02:00,05:19-05:00,360|SPIM,SLLP,05:55-05:00,09:15-04:00,300
EHAM,SLLP,08:11+02:00,12:57-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SPIM,20:00+02:00,05:19-05:00,360|SPIM,SLLP,08:37-05:00,12:57-04:00,360
EHAM,SLLP,08:11+02:00,18:19-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SPIM,20:00+02:00,05:19-05:00,360|SPIM,SLLP,14:59-05:00,18:19-04:00,360
EHAM,SLLP,08:11+02:00,23:45-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SPIM,20:00+02:00,05:19-05:00,360|SPIM,SLLP,19:25-05:00,23:45-04:00,360
EHAM,SLLP,08:11+02:00,21:39-04:00,0,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SLLP,12:55+02:00,21:39-04:00,360
EHAM,SLLP,08:11+02:00,03:43-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SLLP,18:59+02:00,03:43-04:00,360
EHAM,SLLP,08:11+02:00,08:10-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SCEL,13:27+02:00,01:52-03:00,320|SCEL,SLLP,05:47-03:00,08:10-04:00,300
EHAM,SLLP,08:11+02:00,00:06-04:00,2,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SCEL,13:27+02:00,01:52-03:00,320|SCEL,SLLP,21:43-03:00,00:06-04:00,320
EHAM,SLLP,08:11+02:00,00:06-04:00,2,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SCEL,22:15+02:00,10:40-03:00,300|SCEL,SLLP,21:43-03:00,00:06-04:00,320
EHAM,SLLP,08:11+02:00,20:34-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SUAA,17:04+02:00,04:18-03:00,300|SUAA,SLLP,17:38-03:00,20:34-04:00,360
EHAM,SLLP,08:11+02:00,20:34-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,SUAA,18:28+02:00,05:42-03:00,300|SUAA,SLLP,17:38-03:00,20:34-04:00,360
EHAM,SLLP,08:11+02:00,15:52-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,EDDI,23:42+02:00,02:20+02:00,340|EDDI,SLLP,06:17+02:00,15:52-04:00,360
EHAM,SLLP,08:11+02:00,20:11-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,EDDI,23:42+02:00,02:20+02:00,340|EDDI,SLLP,11:36+02:00,20:11-04:00,300
EHAM,SLLP,08:11+02:00,01:11-04:00,2,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,EDDI,23:42+02:00,02:20+02:00,340|EDDI,SLLP,16:36+02:00,01:11-04:00,360
EHAM,SLLP,08:11+02:00,16:11-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,LOWW,21:31+02:00,00:32+02:00,360|LOWW,SLLP,07:30+02:00,16:11-04:00,320
EHAM,SLLP,08:11+02:00,08:36-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,LBSF,16:24+02:00,19:50+03:00,320|LBSF,SLLP,23:26+03:00,08:36-04:00,320
EHAM,SLLP,08:11+02:00,07:12-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,LKPR,16:24+02:00,19:45+02:00,300|LKPR,SLLP,22:37+02:00,07:12-04:00,360
EHAM,SLLP,08:11+02:00,06:46-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,LDZA,12:58+02:00,14:36+02:00,300|LDZA,SLLP,21:11+02:00,06:46-04:00,360
EHAM,SLLP,08:11+02:00,19:57-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,EKCH,22:57+02:00,02:00+02:00,340|EKCH,SLLP,10:19+02:00,19:57-04:00,360
EHAM,SLLP,08:11+02:00,02:20-04:00,2,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,EKCH,22:57+02:00,02:00+02:00,340|EKCH,SLLP,17:42+02:00,02:20-04:00,300
EHAM,SLLP,08:11+02:00,06:15-04:00,2,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,EKCH,22:57+02:00,02:00+02:00,340|EKCH,SLLP,21:37+02:00,06:15-04:00,320
EHAM,SLLP,08:11+02:00,11:15-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,RKSI,22:09+02:00,07:05+09:00,300|RKSI,SLLP,10:24+09:00,11:15-04:00,320
EHAM,SLLP,08:11+02:00,20:43-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,RKSI,22:09+02:00,07:05+09:00,300|RKSI,SLLP,19:52+09:00,20:43-04:00,340
EHAM,SLLP,08:11+02:00,07:29-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,VTBS,13:03+02:00,00:07+07:00,340|VTBS,SLLP,05:58+07:00,07:29-04:00,360
EHAM,SLLP,08:11+02:00,15:54-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,VTBS,13:03+02:00,00:07+07:00,340|VTBS,SLLP,13:23+07:00,15:54-04:00,300
EHAM,SLLP,08:11+02:00,20:13-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,VTBS,13:03+02:00,00:07+07:00,340|VTBS,SLLP,18:42+07:00,20:13-04:00,360
EHAM,SLLP,08:11+02:00,15:54-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,VTBS,21:17+02:00,08:21+07:00,320|VTBS,SLLP,13:23+07:00,15:54-04:00,300
EHAM,SLLP,08:11+02:00,20:13-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,VTBS,21:17+02:00,08:21+07:00,320|VTBS,SLLP,18:42+07:00,20:13-04:00,360
EHAM,SLLP,08:11+02:00,05:22-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,RJTT,17:51+02:00,03:55+09:00,300|RJTT,SLLP,04:30+09:00,05:22-04:00,300
EHAM,SLLP,08:11+02:00,13:33-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,RJTT,17:51+02:00,03:55+09:00,300|RJTT,SLLP,12:41+09:00,13:33-04:00,340
EHAM,SLLP,08:11+02:00,11:57-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,WMKK,16:02+02:00,05:36+08:00,320|WMKK,SLLP,10:54+08:00,11:57-04:00,340
EHAM,SLLP,08:11+02:00,17:45-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,WMKK,16:02+02:00,05:36+08:00,320|WMKK,SLLP,16:42+08:00,17:45-04:00,320
EHAM,SLLP,08:11+02:00,23:40-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,WMKK,16:02+02:00,05:36+08:00,320|WMKK,SLLP,22:37+08:00,23:40-04:00,360
EHAM,SLLP,08:11+02:00,11:57-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,WMKK,20:40+02:00,09:14+08:00,300|WMKK,SLLP,10:54+08:00,11:57-04:00,340
EHAM,SLLP,08:11+02:00,17:45-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,WMKK,20:40+02:00,09:14+08:00,300|WMKK,SLLP,16:42+08:00,17:45-04:00,320
EHAM,SLLP,08:11+02:00,23:40-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,WMKK,20:40+02:00,09:14+08:00,300|WMKK,SLLP,22:37+08:00,23:40-04:00,360
EHAM,SLLP,08:11+02:00,09:50-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,WSSS,15:09+02:00,04:51+08:00,340|WSSS,SLLP,08:49+08:00,09:50-04:00,360
EHAM,SLLP,08:11+02:00,22:56-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,WSSS,15:09+02:00,04:51+08:00,340|WSSS,SLLP,21:55+08:00,22:56-04:00,360
EHAM,SLLP,08:11+02:00,22:56-04:00,1,false|EHAM,LATI,08:11+02:00,12:17+02:00,320|LATI,WSSS,21:53+02:00,10:35+08:00,300|WSSS,SLLP,21:55+08:00,22:56-04:00,360
EHAM,SLLP,12:00+02:00,02:28-04:00,2,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,SKBO,18:50+02:00,01:22-05:00,300|SKBO,SLLP,21:33-05:00,02:28-04:00,360
EHAM,SLLP,12:00+02:00,08:46-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,SEQM,17:18+02:00,01:37-05:00,320|SEQM,SLLP,03:09-05:00,08:46-04:00,340
EHAM,SLLP,12:00+02:00,13:02-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,SEQM,17:18+02:00,01:37-05:00,320|SEQM,SLLP,08:25-05:00,13:02-04:00,320
EHAM,SLLP,12:00+02:00,21:09-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,SEQM,17:18+02:00,01:37-05:00,320|SEQM,SLLP,16:32-05:00,21:09-04:00,320
EHAM,SLLP,12:00+02:00,01:46-04:00,2,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,SEQM,17:18+02:00,01:37-05:00,320|SEQM,SLLP,20:09-05:00,01:46-04:00,320
EHAM,SLLP,12:00+02:00,06:53-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,SVMI,18:00+02:00,01:09-04:00,360|SVMI,SLLP,01:15-04:00,06:53-04:00,300
EHAM,SLLP,12:00+02:00,05:34-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,SBBR,17:10+02:00,01:44-03:00,340|SBBR,SLLP,02:44-03:00,05:34-04:00,340
EHAM,SLLP,12:00+02:00,17:56-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,SBBR,17:10+02:00,01:44-03:00,340|SBBR,SLLP,14:06-03:00,17:56-04:00,300
EHAM,SLLP,12:00+02:00,23:06-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,SBBR,17:10+02:00,01:44-03:00,340|SBBR,SLLP,20:16-03:00,23:06-04:00,320
EHAM,SLLP,12:00+02:00,09:15-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,SPIM,20:00+02:00,05:19-05:00,360|SPIM,SLLP,05:55-05:00,09:15-04:00,300
EHAM,SLLP,12:00+02:00,12:57-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,SPIM,20:00+02:00,05:19-05:00,360|SPIM,SLLP,08:37-05:00,12:57-04:00,360
EHAM,SLLP,12:00+02:00,18:19-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,SPIM,20:00+02:00,05:19-05:00,360|SPIM,SLLP,14:59-05:00,18:19-04:00,360
EHAM,SLLP,12:00+02:00,23:45-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,SPIM,20:00+02:00,05:19-05:00,360|SPIM,SLLP,19:25-05:00,23:45-04:00,360
EHAM,SLLP,12:00+02:00,03:43-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,SLLP,18:59+02:00,03:43-04:00,360
EHAM,SLLP,12:00+02:00,00:06-04:00,2,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,SCEL,22:15+02:00,10:40-03:00,300|SCEL,SLLP,21:43-03:00,00:06-04:00,320
EHAM,SLLP,12:00+02:00,20:34-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,SUAA,17:04+02:00,04:18-03:00,300|SUAA,SLLP,17:38-03:00,20:34-04:00,360
EHAM,SLLP,12:00+02:00,20:34-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,SUAA,18:28+02:00,05:42-03:00,300|SUAA,SLLP,17:38-03:00,20:34-04:00,360
EHAM,SLLP,12:00+02:00,15:52-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,EDDI,23:42+02:00,02:20+02:00,340|EDDI,SLLP,06:17+02:00,15:52-04:00,360
EHAM,SLLP,12:00+02:00,20:11-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,EDDI,23:42+02:00,02:20+02:00,340|EDDI,SLLP,11:36+02:00,20:11-04:00,300
EHAM,SLLP,12:00+02:00,01:11-04:00,2,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,EDDI,23:42+02:00,02:20+02:00,340|EDDI,SLLP,16:36+02:00,01:11-04:00,360
EHAM,SLLP,12:00+02:00,16:11-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,LOWW,21:31+02:00,00:32+02:00,360|LOWW,SLLP,07:30+02:00,16:11-04:00,320
EHAM,SLLP,12:00+02:00,08:36-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,LBSF,16:24+02:00,19:50+03:00,320|LBSF,SLLP,23:26+03:00,08:36-04:00,320
EHAM,SLLP,12:00+02:00,07:12-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,LKPR,16:24+02:00,19:45+02:00,300|LKPR,SLLP,22:37+02:00,07:12-04:00,360
EHAM,SLLP,12:00+02:00,19:57-04:00,1,false|EHAM,LATI,12:00+02:00,16:06+02:00,360|LATI,EKCH,22:57+02:00,02:00+02:00,340|EKCH,SLLP,10:19+02:00,19:57-04:00,360
