EKCH,SKBO,01:01+02:00,21:42-05:00,0,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
EKCH,SCEL,05:39+02:00,21:54-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|318,LKPR,SVMI,18:36+02:00,00:13-04:00,340|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
EKCH,SCEL,05:39+02:00,03:07-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|468,LKPR,SBBR,12:08+02:00,20:54-03:00,300|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,05:39+02:00,03:07-03:00,2,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|470,LKPR,SBBR,22:27+02:00,06:13-03:00,340|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,05:39+02:00,00:46-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|678,LKPR,SLLP,10:38+02:00,19:13-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
EKCH,SCEL,05:39+02:00,00:46-03:00,2,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|682,LKPR,SLLP,22:37+02:00,07:12-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
EKCH,SCEL,05:39+02:00,02:04-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|858,LKPR,SUAA,11:13+02:00,22:48-03:00,320|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
EKCH,SCEL,05:39+02:00,01:52-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|906,LKPR,LATI,09:01+02:00,12:22+02:00,300|790,LATI,SCEL,13:27+02:00,01:52-03:00,320
EKCH,SCEL,05:39+02:00,10:40-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|906,LKPR,LATI,09:01+02:00,12:22+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,05:39+02:00,10:40-03:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|908,LKPR,LATI,17:03+02:00,20:24+02:00,340|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,06:07+02:00,21:54-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|318,LKPR,SVMI,18:36+02:00,00:13-04:00,340|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
EKCH,SCEL,06:07+02:00,03:07-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|468,LKPR,SBBR,12:08+02:00,20:54-03:00,300|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,06:07+02:00,03:07-03:00,2,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|470,LKPR,SBBR,22:27+02:00,06:13-03:00,340|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,06:07+02:00,00:46-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|678,LKPR,SLLP,10:38+02:00,19:13-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
EKCH,SCEL,06:07+02:00,00:46-03:00,2,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|682,LKPR,SLLP,22:37+02:00,07:12-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
EKCH,SCEL,06:07+02:00,02:04-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|858,LKPR,SUAA,11:13+02:00,22:48-03:00,320|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
EKCH,SCEL,06:07+02:00,05:48-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|860,LKPR,SUAA,14:45+02:00,01:20-03:00,340|780,SUAA,SCEL,02:10-03:00,05:48-03:00,360
EKCH,SCEL,06:07+02:00,13:33-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|860,LKPR,SUAA,14:45+02:00,01:20-03:00,340|782,SUAA,SCEL,10:55-03:00,13:33-03:00,340
EKCH,SCEL,06:07+02:00,20:47-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|860,LKPR,SUAA,14:45+02:00,01:20-03:00,340|784,SUAA,SCEL,17:09-03:00,20:47-03:00,300
EKCH,SCEL,06:07+02:00,02:04-03:00,2,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|860,LKPR,SUAA,14:45+02:00,01:20-03:00,340|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
EKCH,SCEL,06:07+02:00,13:33-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|862,LKPR,SUAA,18:23+02:00,05:58-03:00,360|782,SUAA,SCEL,10:55-03:00,13:33-03:00,340
EKCH,SCEL,06:07+02:00,20:47-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|862,LKPR,SUAA,18:23+02:00,05:58-03:00,360|784,SUAA,SCEL,17:09-03:00,20:47-03:00,300
EKCH,SCEL,06:07+02:00,02:04-03:00,2,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|862,LKPR,SUAA,18:23+02:00,05:58-03:00,360|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
EKCH,SCEL,06:07+02:00,01:52-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|906,LKPR,LATI,09:01+02:00,12:22+02:00,300|790,LATI,SCEL,13:27+02:00,01:52-03:00,320
EKCH,SCEL,06:07+02:00,10:40-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|906,LKPR,LATI,09:01+02:00,12:22+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,06:07+02:00,10:40-03:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|908,LKPR,LATI,17:03+02:00,20:24+02:00,340|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,13:21+02:00,21:54-03:00,1,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|318,LKPR,SVMI,18:36+02:00,00:13-04:00,340|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
EKCH,SCEL,13:21+02:00,03:07-03:00,2,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|470,LKPR,SBBR,22:27+02:00,06:13-03:00,340|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,13:21+02:00,00:46-03:00,2,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|682,LKPR,SLLP,22:37+02:00,07:12-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
EKCH,SCEL,13:21+02:00,13:33-03:00,1,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|862,LKPR,SUAA,18:23+02:00,05:58-03:00,360|782,SUAA,SCEL,10:55-03:00,13:33-03:00,340
EKCH,SCEL,13:21+02:00,20:47-03:00,1,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|862,LKPR,SUAA,18:23+02:00,05:58-03:00,360|784,SUAA,SCEL,17:09-03:00,20:47-03:00,300
EKCH,SCEL,13:21+02:00,02:04-03:00,2,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|862,LKPR,SUAA,18:23+02:00,05:58-03:00,360|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
EKCH,SCEL,13:21+02:00,10:40-03:00,1,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|908,LKPR,LATI,17:03+02:00,20:24+02:00,340|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,06:04+02:00,17:43-03:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|168,LDZA,SEQM,23:40+02:00,06:39-05:00,300|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
EKCH,SCEL,06:04+02:00,01:33-03:00,2,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|168,LDZA,SEQM,23:40+02:00,06:39-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
EKCH,SCEL,06:04+02:00,21:54-03:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|324,LDZA,SVMI,21:45+02:00,03:33-04:00,360|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
EKCH,SCEL,06:04+02:00,03:07-03:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|474,LDZA,SBBR,12:12+02:00,20:46-03:00,340|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,06:04+02:00,00:46-03:00,2,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
EKCH,SCEL,06:04+02:00,01:52-03:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|790,LATI,SCEL,13:27+02:00,01:52-03:00,320
EKCH,SCEL,06:04+02:00,10:40-03:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,06:04+02:00,10:40-03:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|916,LDZA,LATI,17:11+02:00,19:49+02:00,360|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,06:04+02:00,10:40-03:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|918,LDZA,LATI,18:35+02:00,20:13+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,11:31+02:00,17:43-03:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|168,LDZA,SEQM,23:40+02:00,06:39-05:00,300|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
EKCH,SCEL,11:31+02:00,01:33-03:00,2,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|168,LDZA,SEQM,23:40+02:00,06:39-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
EKCH,SCEL,11:31+02:00,21:54-03:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|324,LDZA,SVMI,21:45+02:00,03:33-04:00,360|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
EKCH,SCEL,11:31+02:00,00:46-03:00,2,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|686,LDZA,SLLP,21:11+02:00,06:46-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
EKCH,SCEL,11:31+02:00,10:40-03:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|916,LDZA,LATI,17:11+02:00,19:49+02:00,360|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,11:31+02:00,10:40-03:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|918,LDZA,LATI,18:35+02:00,20:13+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,21:23+02:00,01:33-03:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|164,LDZA,SEQM,06:29+02:00,13:28-05:00,320|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
EKCH,SCEL,21:23+02:00,21:54-03:00,1,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|320,LDZA,SVMI,04:20+02:00,10:08-04:00,320|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
EKCH,SCEL,21:23+02:00,03:07-03:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|472,LDZA,SBBR,09:16+02:00,17:50-03:00,360|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,21:23+02:00,03:07-03:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|474,LDZA,SBBR,12:12+02:00,20:46-03:00,340|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,21:23+02:00,00:46-03:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|684,LDZA,SLLP,03:10+02:00,12:45-04:00,340|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
EKCH,SCEL,21:23+02:00,02:04-03:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|864,LDZA,SUAA,06:15+02:00,17:34-03:00,320|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
EKCH,SCEL,21:23+02:00,01:52-03:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|790,LATI,SCEL,13:27+02:00,01:52-03:00,320
EKCH,SCEL,21:23+02:00,10:40-03:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,21:23+02:00,01:52-03:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|790,LATI,SCEL,13:27+02:00,01:52-03:00,320
EKCH,SCEL,21:23+02:00,10:40-03:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,21:23+02:00,10:40-03:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|916,LDZA,LATI,17:11+02:00,19:49+02:00,360|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,21:23+02:00,10:40-03:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|918,LDZA,LATI,18:35+02:00,20:13+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,00:03+02:00,01:33-03:00,1,false|1413,EKCH,EHAM,00:03+02:00,02:50+02:00,300|178,EHAM,SEQM,05:21+02:00,11:15-05:00,340|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
EKCH,SCEL,00:03+02:00,02:04-03:00,1,false|1413,EKCH,EHAM,00:03+02:00,02:50+02:00,300|868,EHAM,SUAA,07:01+02:00,18:06-03:00,340|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
EKCH,SCEL,00:03+02:00,01:52-03:00,1,false|1413,EKCH,EHAM,00:03+02:00,02:50+02:00,300|926,EHAM,LATI,03:04+02:00,07:10+02:00,360|790,LATI,SCEL,13:27+02:00,01:52-03:00,320
EKCH,SCEL,00:03+02:00,10:40-03:00,1,false|1413,EKCH,EHAM,00:03+02:00,02:50+02:00,300|926,EHAM,LATI,03:04+02:00,07:10+02:00,360|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,00:03+02:00,01:52-03:00,1,false|1413,EKCH,EHAM,00:03+02:00,02:50+02:00,300|928,EHAM,LATI,08:11+02:00,12:17+02:00,320|790,LATI,SCEL,13:27+02:00,01:52-03:00,320
EKCH,SCEL,00:03+02:00,10:40-03:00,1,false|1413,EKCH,EHAM,00:03+02:00,02:50+02:00,300|928,EHAM,LATI,08:11+02:00,12:17+02:00,320|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,00:03+02:00,10:40-03:00,1,false|1413,EKCH,EHAM,00:03+02:00,02:50+02:00,300|930,EHAM,LATI,12:00+02:00,16:06+02:00,360|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,08:00+02:00,13:45-03:00,1,false|1415,EKCH,EHAM,08:00+02:00,10:47+02:00,340|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300|97,SEQM,SCEL,05:01-05:00,13:45-03:00,300
EKCH,SCEL,08:00+02:00,17:43-03:00,1,false|1415,EKCH,EHAM,08:00+02:00,10:47+02:00,340|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
EKCH,SCEL,08:00+02:00,01:33-03:00,2,false|1415,EKCH,EHAM,08:00+02:00,10:47+02:00,340|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
EKCH,SCEL,08:00+02:00,21:54-03:00,1,false|1415,EKCH,EHAM,08:00+02:00,10:47+02:00,340|336,EHAM,SVMI,23:58+02:00,04:44-04:00,340|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
EKCH,SCEL,08:00+02:00,08:27-03:00,1,false|1415,EKCH,EHAM,08:00+02:00,10:47+02:00,340|482,EHAM,SBBR,17:41+02:00,01:54-03:00,300|401,SBBR,SCEL,03:36-03:00,08:27-03:00,360
EKCH,SCEL,08:00+02:00,03:07-03:00,2,false|1415,EKCH,EHAM,08:00+02:00,10:47+02:00,340|482,EHAM,SBBR,17:41+02:00,01:54-03:00,300|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,08:00+02:00,00:46-03:00,2,false|1415,EKCH,EHAM,08:00+02:00,10:47+02:00,340|702,EHAM,SLLP,23:15+02:00,07:07-04:00,320|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
EKCH,SCEL,08:00+02:00,10:40-03:00,1,false|1415,EKCH,EHAM,08:00+02:00,10:47+02:00,340|930,EHAM,LATI,12:00+02:00,16:06+02:00,360|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,08:00+02:00,14:01-03:00,1,false|1415,EKCH,EHAM,08:00+02:00,10:47+02:00,340|932,EHAM,LATI,21:18+02:00,01:24+02:00,300|788,LATI,SCEL,02:36+02:00,14:01-03:00,320
EKCH,SCEL,08:00+02:00,01:52-03:00,2,false|1415,EKCH,EHAM,08:00+02:00,10:47+02:00,340|932,EHAM,LATI,21:18+02:00,01:24+02:00,300|790,LATI,SCEL,13:27+02:00,01:52-03:00,320
EKCH,SCEL,14:57+02:00,13:45-03:00,1,false|1417,EKCH,EHAM,14:57+02:00,16:44+02:00,300|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300|97,SEQM,SCEL,05:01-05:00,13:45-03:00,300
EKCH,SCEL,14:57+02:00,17:43-03:00,1,false|1417,EKCH,EHAM,14:57+02:00,16:44+02:00,300|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
EKCH,SCEL,14:57+02:00,01:33-03:00,2,false|1417,EKCH,EHAM,14:57+02:00,16:44+02:00,300|182,EHAM,SEQM,21:05+02:00,03:59-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
EKCH,SCEL,14:57+02:00,21:54-03:00,1,false|1417,EKCH,EHAM,14:57+02:00,16:44+02:00,300|336,EHAM,SVMI,23:58+02:00,04:44-04:00,340|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
EKCH,SCEL,14:57+02:00,08:27-03:00,1,false|1417,EKCH,EHAM,14:57+02:00,16:44+02:00,300|482,EHAM,SBBR,17:41+02:00,01:54-03:00,300|401,SBBR,SCEL,03:36-03:00,08:27-03:00,360
EKCH,SCEL,14:57+02:00,03:07-03:00,2,false|1417,EKCH,EHAM,14:57+02:00,16:44+02:00,300|482,EHAM,SBBR,17:41+02:00,01:54-03:00,300|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,14:57+02:00,00:46-03:00,2,false|1417,EKCH,EHAM,14:57+02:00,16:44+02:00,300|702,EHAM,SLLP,23:15+02:00,07:07-04:00,320|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
EKCH,SCEL,14:57+02:00,14:01-03:00,1,false|1417,EKCH,EHAM,14:57+02:00,16:44+02:00,300|932,EHAM,LATI,21:18+02:00,01:24+02:00,300|788,LATI,SCEL,02:36+02:00,14:01-03:00,320
EKCH,SCEL,14:57+02:00,01:52-03:00,2,false|1417,EKCH,EHAM,14:57+02:00,16:44+02:00,300|932,EHAM,LATI,21:18+02:00,01:24+02:00,300|790,LATI,SCEL,13:27+02:00,01:52-03:00,320
EKCH,SCEL,14:57+02:00,10:40-03:00,2,false|1417,EKCH,EHAM,14:57+02:00,16:44+02:00,300|932,EHAM,LATI,21:18+02:00,01:24+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,21:32+02:00,21:54-03:00,1,false|1419,EKCH,EHAM,21:32+02:00,23:19+02:00,360|336,EHAM,SVMI,23:58+02:00,04:44-04:00,340|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
EKCH,SCEL,10:46+02:00,01:52-03:00,2,false|1423,EKCH,VIDP,10:46+02:00,22:12+05:00,360|940,VIDP,LATI,22:32+05:00,03:20+02:00,340|790,LATI,SCEL,13:27+02:00,01:52-03:00,320
EKCH,SCEL,10:46+02:00,10:40-03:00,2,false|1423,EKCH,VIDP,10:46+02:00,22:12+05:00,360|940,VIDP,LATI,22:32+05:00,03:20+02:00,340|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,19:32+02:00,10:40-03:00,2,false|1425,EKCH,VIDP,19:32+02:00,07:58+05:00,300|936,VIDP,LATI,11:39+05:00,16:27+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,04:40+02:00,03:07-03:00,1,false|1427,EKCH,RKSI,04:40+02:00,15:11+09:00,340|492,RKSI,SBBR,20:11+09:00,20:49-03:00,300|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,04:40+02:00,10:40-03:00,1,false|1427,EKCH,RKSI,04:40+02:00,15:11+09:00,340|946,RKSI,LATI,21:00+09:00,16:56+02:00,340|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,02:16+02:00,01:33-03:00,1,false|1431,EKCH,VTBS,02:16+02:00,14:08+07:00,340|200,VTBS,SEQM,15:02+07:00,17:21-05:00,360|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
EKCH,SCEL,02:16+02:00,03:07-03:00,1,false|1431,EKCH,VTBS,02:16+02:00,14:08+07:00,340|498,VTBS,SBBR,16:12+07:00,16:00-03:00,360|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,15:08+02:00,01:33-03:00,2,false|1433,EKCH,VTBS,15:08+02:00,03:00+07:00,320|200,VTBS,SEQM,15:02+07:00,17:21-05:00,360|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
EKCH,SCEL,15:08+02:00,03:07-03:00,2,false|1433,EKCH,VTBS,15:08+02:00,03:00+07:00,320|494,VTBS,SBBR,05:36+07:00,05:24-03:00,360|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,15:08+02:00,03:07-03:00,2,false|1433,EKCH,VTBS,15:08+02:00,03:00+07:00,320|496,VTBS,SBBR,10:33+07:00,10:21-03:00,360|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,15:08+02:00,03:07-03:00,2,false|1433,EKCH,VTBS,15:08+02:00,03:00+07:00,320|498,VTBS,SBBR,16:12+07:00,16:00-03:00,360|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,15:08+02:00,00:46-03:00,2,false|1433,EKCH,VTBS,15:08+02:00,03:00+07:00,320|716,VTBS,SLLP,05:58+07:00,07:29-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
EKCH,SCEL,15:08+02:00,00:46-03:00,2,false|1433,EKCH,VTBS,15:08+02:00,03:00+07:00,320|718,VTBS,SLLP,13:23+07:00,15:54-04:00,300|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
EKCH,SCEL,15:08+02:00,01:52-03:00,2,false|1433,EKCH,VTBS,15:08+02:00,03:00+07:00,320|948,VTBS,LATI,03:37+07:00,04:41+02:00,340|790,LATI,SCEL,13:27+02:00,01:52-03:00,320
EKCH,SCEL,15:08+02:00,10:40-03:00,2,false|1433,EKCH,VTBS,15:08+02:00,03:00+07:00,320|948,VTBS,LATI,03:37+07:00,04:41+02:00,340|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,15:08+02:00,10:40-03:00,2,false|1433,EKCH,VTBS,15:08+02:00,03:00+07:00,320|950,VTBS,LATI,12:55+07:00,13:59+02:00,320|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SCEL,16:34+02:00,01:33-03:00,2,false|1435,EKCH,VTBS,16:34+02:00,04:26+07:00,300|200,VTBS,SEQM,15:02+07:00,17:21-05:00,360|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
EKCH,SCEL,16:34+02:00,03:07-03:00,2,false|1435,EKCH,VTBS,16:34+02:00,04:26+07:00,300|494,VTBS,SBBR,05:36+07:00,05:24-03:00,360|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,16:34+02:00,03:07-03:00,2,false|1435,EKCH,VTBS,16:34+02:00,04:26+07:00,300|496,VTBS,SBBR,10:33+07:00,10:21-03:00,360|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,16:34+02:00,03:07-03:00,2,false|1435,EKCH,VTBS,16:34+02:00,04:26+07:00,300|498,VTBS,SBBR,16:12+07:00,16:00-03:00,360|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
EKCH,SCEL,16:34+02:00,00:46-03:00,2,false|1435,EKCH,VTBS,16:34+02:00,04:26+07:00,300|716,VTBS,SLLP,05:58+07:00,07:29-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
EKCH,SCEL,16:34+02:00,00:46-03:00,2,false|1435,EKCH,VTBS,16:34+02:00,04:26+07:00,300|718,VTBS,SLLP,13:23+07:00,15:54-04:00,300|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
EKCH,SCEL,16:34+02:00,10:40-03:00,2,false|1435,EKCH,VTBS,16:34+02:00,04:26+07:00,300|950,VTBS,LATI,12:55+07:00,13:59+02:00,320|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
EKCH,SABE,01:01+02:00,00:42-03:00,1,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|79,SEQM,SBBR,10:54-05:00,18:40-03:00,300|411,SBBR,SABE,20:43-03:00,00:42-03:00,320
EKCH,SABE,01:01+02:00,00:59-03:00,1,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|85,SEQM,SPIM,11:17-05:00,14:58-05:00,320|565,SPIM,SABE,17:05-05:00,00:59-03:00,300
EKCH,SABE,01:01+02:00,02:35-03:00,1,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|85,SEQM,SPIM,11:17-05:00,14:58-05:00,320|567,SPIM,SABE,19:41-05:00,02:35-03:00,300
EKCH,SABE,01:01+02:00,02:35-03:00,1,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|87,SEQM,SPIM,16:20-05:00,19:01-05:00,320|567,SPIM,SABE,19:41-05:00,02:35-03:00,300
EKCH,SABE,01:01+02:00,00:32-03:00,1,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300|769,SCEL,SABE,21:08-03:00,00:32-03:00,320
