LKPR,SKBO,05:04+02:00,21:42-05:00,0,false|LKPR,SEQM,05:04+02:00,12:50-05:00,340|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LKPR,SPIM,14:45+02:00,15:48-05:00,1,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SGAS,08:15-03:00,10:30-04:00,300|SGAS,SPIM,11:36-04:00,15:48-05:00,300
LKPR,SPIM,14:45+02:00,01:31-05:00,2,false|LKPR,SUAA,14:45+02:00,01:20-03:00,340|SUAA,SGAS,08:15-03:00,10:30-04:00,300|SGAS,SPIM,21:19-04:00,01:31-05:00,360
LKPR,SPIM,18:23+02:00,02:01-05:00,2,false|LKPR,SUAA,18:23+02:00,05:58-03:00,360|SUAA,SKBO,12:02-03:00,17:51-05:00,340|SKBO,SPIM,22:45-05:00,02:01-05:00,340
LKPR,SPIM,18:23+02:00,19:01-05:00,1,false|LKPR,SUAA,18:23+02:00,05:58-03:00,360|SUAA,SEQM,09:09-03:00,14:42-05:00,320|SEQM,SPIM,16:20-05:00,19:01-05:00,320
LKPR,SPIM,18:23+02:00,23:12-05:00,1,false|LKPR,SUAA,18:23+02:00,05:58-03:00,360|SUAA,SVMI,08:33-03:00,15:50-04:00,360|SVMI,SPIM,19:46-04:00,23:12-05:00,340
LKPR,SPIM,18:23+02:00,22:32-05:00,1,false|LKPR,SUAA,18:23+02:00,05:58-03:00,360|SUAA,SBBR,07:19-03:00,11:12-03:00,320|SBBR,SPIM,18:27-03:00,22:32-05:00,300
LKPR,SPIM,18:23+02:00,19:29-05:00,1,false|LKPR,SUAA,18:23+02:00,05:58-03:00,360|SUAA,SPIM,15:25-03:00,19:29-05:00,300
LKPR,SPIM,18:23+02:00,22:16-05:00,1,false|LKPR,SUAA,18:23+02:00,05:58-03:00,360|SUAA,SPIM,18:12-03:00,22:16-05:00,300
LKPR,SPIM,18:23+02:00,23:06-05:00,1,false|LKPR,SUAA,18:23+02:00,05:58-03:00,360|SUAA,SCEL,10:55-03:00,13:33-03:00,340|SCEL,SPIM,20:02-03:00,23:06-05:00,340
LKPR,SPIM,18:23+02:00,16:18-05:00,1,false|LKPR,SUAA,18:23+02:00,05:58-03:00,360|SUAA,SABE,08:15-03:00,10:28-03:00,340|SABE,SPIM,13:24-03:00,16:18-05:00,360
LKPR,SPIM,18:23+02:00,01:55-05:00,2,false|LKPR,SUAA,18:23+02:00,05:58-03:00,360|SUAA,SABE,08:15-03:00,10:28-03:00,340|SABE,SPIM,22:01-03:00,01:55-05:00,340
LKPR,SPIM,18:23+02:00,15:48-05:00,1,false|LKPR,SUAA,18:23+02:00,05:58-03:00,360|SUAA,SGAS,08:15-03:00,10:30-04:00,300|SGAS,SPIM,11:36-04:00,15:48-05:00,300
LKPR,SPIM,18:23+02:00,01:31-05:00,2,false|LKPR,SUAA,18:23+02:00,05:58-03:00,360|SUAA,SGAS,08:15-03:00,10:30-04:00,300|SGAS,SPIM,21:19-04:00,01:31-05:00,360
LKPR,SPIM,04:51+02:00,02:01-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SKBO,08:17+02:00,15:49-05:00,360|SKBO,SPIM,22:45-05:00,02:01-05:00,340
LKPR,SPIM,04:51+02:00,14:58-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SEQM,17:18+02:00,01:37-05:00,320|SEQM,SPIM,11:17-05:00,14:58-05:00,320
LKPR,SPIM,04:51+02:00,19:01-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SEQM,17:18+02:00,01:37-05:00,320|SEQM,SPIM,16:20-05:00,19:01-05:00,320
LKPR,SPIM,04:51+02:00,09:29-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SVMI,18:00+02:00,01:09-04:00,360|SVMI,SPIM,05:03-04:00,09:29-05:00,300
LKPR,SPIM,04:51+02:00,10:49-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SVMI,18:00+02:00,01:09-04:00,360|SVMI,SPIM,06:23-04:00,10:49-05:00,320
LKPR,SPIM,04:51+02:00,17:35-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SVMI,18:00+02:00,01:09-04:00,360|SVMI,SPIM,13:09-04:00,17:35-05:00,360
LKPR,SPIM,04:51+02:00,23:12-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SVMI,18:00+02:00,01:09-04:00,360|SVMI,SPIM,19:46-04:00,23:12-05:00,340
LKPR,SPIM,04:51+02:00,22:32-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SBBR,17:10+02:00,01:44-03:00,340|SBBR,SPIM,18:27-03:00,22:32-05:00,300
LKPR,SPIM,04:51+02:00,23:33-05:00,0,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SPIM,14:14+02:00,23:33-05:00,320
LKPR,SPIM,04:51+02:00,05:19-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SPIM,20:00+02:00,05:19-05:00,360
LKPR,SPIM,04:51+02:00,10:50-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SLLP,18:59+02:00,03:43-04:00,360|SLLP,SPIM,08:30-04:00,10:50-05:00,320
LKPR,SPIM,04:51+02:00,14:30-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SLLP,18:59+02:00,03:43-04:00,360|SLLP,SPIM,12:10-04:00,14:30-05:00,320
LKPR,SPIM,04:51+02:00,20:00-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SLLP,18:59+02:00,03:43-04:00,360|SLLP,SPIM,18:40-04:00,20:00-05:00,360
LKPR,SPIM,04:51+02:00,08:44-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SCEL,13:27+02:00,01:52-03:00,320|SCEL,SPIM,05:40-03:00,08:44-05:00,340
LKPR,SPIM,04:51+02:00,10:12-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SCEL,13:27+02:00,01:52-03:00,320|SCEL,SPIM,07:08-03:00,10:12-05:00,320
LKPR,SPIM,04:51+02:00,15:21-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SCEL,13:27+02:00,01:52-03:00,320|SCEL,SPIM,12:17-03:00,15:21-05:00,300
LKPR,SPIM,04:51+02:00,23:06-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SCEL,13:27+02:00,01:52-03:00,320|SCEL,SPIM,20:02-03:00,23:06-05:00,340
LKPR,SPIM,04:51+02:00,15:21-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SCEL,22:15+02:00,10:40-03:00,300|SCEL,SPIM,12:17-03:00,15:21-05:00,300
LKPR,SPIM,04:51+02:00,23:06-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,SCEL,22:15+02:00,10:40-03:00,300|SCEL,SPIM,20:02-03:00,23:06-05:00,340
LKPR,SPIM,04:51+02:00,05:36-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,EDDI,15:32+02:00,18:10+02:00,320|EDDI,SPIM,21:42+02:00,05:36-05:00,300
LKPR,SPIM,04:51+02:00,20:10-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,EDDI,23:42+02:00,02:20+02:00,340|EDDI,SPIM,12:16+02:00,20:10-05:00,340
LKPR,SPIM,04:51+02:00,04:29-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,LOWW,09:46+02:00,12:47+02:00,300|LOWW,SPIM,19:23+02:00,04:29-05:00,360
LKPR,SPIM,04:51+02:00,07:54-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,EBCI,10:13+02:00,13:08+02:00,360|EBCI,SPIM,23:50+02:00,07:54-05:00,360
LKPR,SPIM,04:51+02:00,07:54-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,EBCI,19:36+02:00,22:31+02:00,300|EBCI,SPIM,23:50+02:00,07:54-05:00,360
LKPR,SPIM,04:51+02:00,22:49-05:00,0,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,LBSF,10:06+02:00,13:32+03:00,300|LBSF,SPIM,14:05+03:00,22:49-05:00,340
LKPR,SPIM,04:51+02:00,06:27-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,LBSF,10:06+02:00,13:32+03:00,300|LBSF,SPIM,22:43+03:00,06:27-05:00,300
LKPR,SPIM,04:51+02:00,06:27-05:00,1,false|LKPR,LATI,04:51+02:00,07:12+02:00,360|LATI,LBSF,16:24+02:00,19:50+03:00,320|LBSF,SPIM,22:43+03:00,06:27-05:00,300
LKPR,SPIM,09:01+02:00,05:14-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SKBO,18:50+02:00,01:22-05:00,300|SKBO,SPIM,01:58-05:00,05:14-05:00,340
LKPR,SPIM,09:01+02:00,12:02-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SKBO,18:50+02:00,01:22-05:00,300|SKBO,SPIM,08:46-05:00,12:02-05:00,300
LKPR,SPIM,09:01+02:00,02:01-05:00,2,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SKBO,18:50+02:00,01:22-05:00,300|SKBO,SPIM,22:45-05:00,02:01-05:00,340
LKPR,SPIM,09:01+02:00,14:58-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SEQM,17:18+02:00,01:37-05:00,320|SEQM,SPIM,11:17-05:00,14:58-05:00,320
LKPR,SPIM,09:01+02:00,19:01-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SEQM,17:18+02:00,01:37-05:00,320|SEQM,SPIM,16:20-05:00,19:01-05:00,320
LKPR,SPIM,09:01+02:00,09:29-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SVMI,18:00+02:00,01:09-04:00,360|SVMI,SPIM,05:03-04:00,09:29-05:00,300
LKPR,SPIM,09:01+02:00,10:49-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SVMI,18:00+02:00,01:09-04:00,360|SVMI,SPIM,06:23-04:00,10:49-05:00,320
LKPR,SPIM,09:01+02:00,17:35-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SVMI,18:00+02:00,01:09-04:00,360|SVMI,SPIM,13:09-04:00,17:35-05:00,360
LKPR,SPIM,09:01+02:00,23:12-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SVMI,18:00+02:00,01:09-04:00,360|SVMI,SPIM,19:46-04:00,23:12-05:00,340
LKPR,SPIM,09:01+02:00,22:32-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SBBR,17:10+02:00,01:44-03:00,340|SBBR,SPIM,18:27-03:00,22:32-05:00,300
LKPR,SPIM,09:01+02:00,23:33-05:00,0,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SPIM,14:14+02:00,23:33-05:00,320
LKPR,SPIM,09:01+02:00,05:19-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SPIM,20:00+02:00,05:19-05:00,360
LKPR,SPIM,09:01+02:00,10:50-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SLLP,18:59+02:00,03:43-04:00,360|SLLP,SPIM,08:30-04:00,10:50-05:00,320
LKPR,SPIM,09:01+02:00,14:30-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SLLP,18:59+02:00,03:43-04:00,360|SLLP,SPIM,12:10-04:00,14:30-05:00,320
LKPR,SPIM,09:01+02:00,20:00-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SLLP,18:59+02:00,03:43-04:00,360|SLLP,SPIM,18:40-04:00,20:00-05:00,360
LKPR,SPIM,09:01+02:00,08:44-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SCEL,13:27+02:00,01:52-03:00,320|SCEL,SPIM,05:40-03:00,08:44-05:00,340
LKPR,SPIM,09:01+02:00,10:12-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SCEL,13:27+02:00,01:52-03:00,320|SCEL,SPIM,07:08-03:00,10:12-05:00,320
LKPR,SPIM,09:01+02:00,15:21-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SCEL,13:27+02:00,01:52-03:00,320|SCEL,SPIM,12:17-03:00,15:21-05:00,300
LKPR,SPIM,09:01+02:00,23:06-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SCEL,13:27+02:00,01:52-03:00,320|SCEL,SPIM,20:02-03:00,23:06-05:00,340
LKPR,SPIM,09:01+02:00,15:21-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SCEL,22:15+02:00,10:40-03:00,300|SCEL,SPIM,12:17-03:00,15:21-05:00,300
LKPR,SPIM,09:01+02:00,23:06-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SCEL,22:15+02:00,10:40-03:00,300|SCEL,SPIM,20:02-03:00,23:06-05:00,340
LKPR,SPIM,09:01+02:00,09:58-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SUAA,17:04+02:00,04:18-03:00,300|SUAA,SPIM,05:54-03:00,09:58-05:00,360
LKPR,SPIM,09:01+02:00,19:29-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SUAA,17:04+02:00,04:18-03:00,300|SUAA,SPIM,15:25-03:00,19:29-05:00,300
LKPR,SPIM,09:01+02:00,22:16-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SUAA,17:04+02:00,04:18-03:00,300|SUAA,SPIM,18:12-03:00,22:16-05:00,300
LKPR,SPIM,09:01+02:00,09:58-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SUAA,18:28+02:00,05:42-03:00,300|SUAA,SPIM,05:54-03:00,09:58-05:00,360
LKPR,SPIM,09:01+02:00,19:29-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SUAA,18:28+02:00,05:42-03:00,300|SUAA,SPIM,15:25-03:00,19:29-05:00,300
LKPR,SPIM,09:01+02:00,22:16-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,SUAA,18:28+02:00,05:42-03:00,300|SUAA,SPIM,18:12-03:00,22:16-05:00,300
LKPR,SPIM,09:01+02:00,05:36-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,EDDI,15:32+02:00,18:10+02:00,320|EDDI,SPIM,21:42+02:00,05:36-05:00,300
LKPR,SPIM,09:01+02:00,20:10-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,EDDI,23:42+02:00,02:20+02:00,340|EDDI,SPIM,12:16+02:00,20:10-05:00,340
LKPR,SPIM,09:01+02:00,05:36-05:00,2,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,EDDI,23:42+02:00,02:20+02:00,340|EDDI,SPIM,21:42+02:00,05:36-05:00,300
LKPR,SPIM,09:01+02:00,15:16-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,LOWW,21:31+02:00,00:32+02:00,360|LOWW,SPIM,06:10+02:00,15:16-05:00,360
LKPR,SPIM,09:01+02:00,04:29-05:00,2,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,LOWW,21:31+02:00,00:32+02:00,360|LOWW,SPIM,19:23+02:00,04:29-05:00,360
LKPR,SPIM,09:01+02:00,07:54-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,EBCI,19:36+02:00,22:31+02:00,300|EBCI,SPIM,23:50+02:00,07:54-05:00,360
LKPR,SPIM,09:01+02:00,06:27-05:00,1,false|LKPR,LATI,09:01+02:00,12:22+02:00,300|LATI,LBSF,16:24+02:00,19:50+03:00,320|LBSF,SPIM,22:43+03:00,06:27-05:00,300
LKPR,SPIM,17:03+02:00,15:21-05:00,1,false|LKPR,LATI,17:03+02:00,20:24+02:00,340|LATI,SCEL,22:15+02:00,10:40-03:00,300|SCEL,SPIM,12:17-03:00,15:21-05:00,300
LKPR,SPIM,17:03+02:00,23:06-05:00,1,false|LKPR,LATI,17:03+02:00,20:24+02:00,340|LATI,SCEL,22:15+02:00,10:40-03:00,300|SCEL,SPIM,20:02-03:00,23:06-05:00,340
LKPR,SPIM,17:03+02:00,20:10-05:00,1,false|LKPR,LATI,17:03+02:00,20:24+02:00,340|LATI,EDDI,23:42+02:00,02:20+02:00,340|EDDI,SPIM,12:16+02:00,20:10-05:00,340
LKPR,SPIM,17:03+02:00,05:36-05:00,2,false|LKPR,LATI,17:03+02:00,20:24+02:00,340|LATI,EDDI,23:42+02:00,02:20+02:00,340|EDDI,SPIM,21:42+02:00,05:36-05:00,300
LKPR,SPIM,17:03+02:00,15:16-05:00,1,false|LKPR,LATI,17:03+02:00,20:24+02:00,340|LATI,LOWW,21:31+02:00,00:32+02:00,360|LOWW,SPIM,06:10+02:00,15:16-05:00,360
LKPR,SPIM,17:03+02:00,04:29-05:00,2,false|LKPR,LATI,17:03+02:00,20:24+02:00,340|LATI,LOWW,21:31+02:00,00:32+02:00,360|LOWW,SPIM,19:23+02:00,04:29-05:00,360
LKPR,SPIM,19:50+02:00,20:10-05:00,1,false|LKPR,LATI,19:50+02:00,22:11+02:00,300|LATI,EDDI,23:42+02:00,02:20+02:00,340|EDDI,SPIM,12:16+02:00,20:10-05:00,340
LKPR,SPIM,19:50+02:00,05:36-05:00,2,false|LKPR,LATI,19:50+02:00,22:11+02:00,300|LATI,EDDI,23:42+02:00,02:20+02:00,340|EDDI,SPIM,21:42+02:00,05:36-05:00,300
LKPR,SPIM,05:48+02:00,02:01-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SKBO,14:07+02:00,20:00-05:00,300|SKBO,SPIM,22:45-05:00,02:01-05:00,340
LKPR,SPIM,05:48+02:00,05:14-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SKBO,19:47+02:00,01:40-05:00,340|SKBO,SPIM,01:58-05:00,05:14-05:00,340
LKPR,SPIM,05:48+02:00,12:02-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SKBO,19:47+02:00,01:40-05:00,340|SKBO,SPIM,08:46-05:00,12:02-05:00,300
LKPR,SPIM,05:48+02:00,02:01-05:00,2,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SKBO,19:47+02:00,01:40-05:00,340|SKBO,SPIM,22:45-05:00,02:01-05:00,340
LKPR,SPIM,05:48+02:00,19:01-05:00,0,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SEQM,08:19+02:00,15:59-05:00,320|SEQM,SPIM,16:20-05:00,19:01-05:00,320
LKPR,SPIM,05:48+02:00,14:58-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SEQM,21:53+02:00,04:33-05:00,360|SEQM,SPIM,11:17-05:00,14:58-05:00,320
LKPR,SPIM,05:48+02:00,19:01-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SEQM,21:53+02:00,04:33-05:00,360|SEQM,SPIM,16:20-05:00,19:01-05:00,320
LKPR,SPIM,05:48+02:00,23:12-05:00,0,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SVMI,13:44+02:00,19:16-04:00,320|SVMI,SPIM,19:46-04:00,23:12-05:00,340
LKPR,SPIM,05:48+02:00,09:29-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SVMI,21:02+02:00,03:34-04:00,320|SVMI,SPIM,05:03-04:00,09:29-05:00,300
LKPR,SPIM,05:48+02:00,10:49-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SVMI,21:02+02:00,03:34-04:00,320|SVMI,SPIM,06:23-04:00,10:49-05:00,320
LKPR,SPIM,05:48+02:00,17:35-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SVMI,21:02+02:00,03:34-04:00,320|SVMI,SPIM,13:09-04:00,17:35-05:00,360
LKPR,SPIM,05:48+02:00,23:12-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SVMI,21:02+02:00,03:34-04:00,320|SVMI,SPIM,19:46-04:00,23:12-05:00,340
LKPR,SPIM,05:48+02:00,22:32-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SBBR,16:48+02:00,00:38-03:00,320|SBBR,SPIM,18:27-03:00,22:32-05:00,300
LKPR,SPIM,05:48+02:00,20:10-05:00,0,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SPIM,12:16+02:00,20:10-05:00,340
LKPR,SPIM,05:48+02:00,05:36-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SPIM,21:42+02:00,05:36-05:00,300
LKPR,SPIM,05:48+02:00,10:50-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SLLP,16:36+02:00,01:11-04:00,360|SLLP,SPIM,08:30-04:00,10:50-05:00,320
LKPR,SPIM,05:48+02:00,14:30-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SLLP,16:36+02:00,01:11-04:00,360|SLLP,SPIM,12:10-04:00,14:30-05:00,320
LKPR,SPIM,05:48+02:00,20:00-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,SLLP,16:36+02:00,01:11-04:00,360|SLLP,SPIM,18:40-04:00,20:00-05:00,360
LKPR,SPIM,05:48+02:00,05:19-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,LATI,15:54+02:00,18:32+02:00,300|LATI,SPIM,20:00+02:00,05:19-05:00,360
LKPR,SPIM,05:48+02:00,04:29-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,LOWW,07:30+02:00,09:07+02:00,360|LOWW,SPIM,19:23+02:00,04:29-05:00,360
LKPR,SPIM,05:48+02:00,04:29-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,LOWW,14:40+02:00,16:17+02:00,300|LOWW,SPIM,19:23+02:00,04:29-05:00,360
LKPR,SPIM,05:48+02:00,20:08-05:00,0,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,EBCI,08:41+02:00,10:31+02:00,300|EBCI,SPIM,12:04+02:00,20:08-05:00,320
LKPR,SPIM,05:48+02:00,07:54-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,EBCI,08:41+02:00,10:31+02:00,300|EBCI,SPIM,23:50+02:00,07:54-05:00,360
LKPR,SPIM,05:48+02:00,07:54-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,EBCI,15:15+02:00,17:05+02:00,340|EBCI,SPIM,23:50+02:00,07:54-05:00,360
LKPR,SPIM,05:48+02:00,07:54-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,EBCI,20:01+02:00,22:51+02:00,320|EBCI,SPIM,23:50+02:00,07:54-05:00,360
LKPR,SPIM,05:48+02:00,08:38-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,UMMS,13:57+02:00,17:13+03:00,300|UMMS,SPIM,23:27+03:00,08:38-05:00,320
LKPR,SPIM,05:48+02:00,06:27-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,LBSF,10:30+02:00,14:11+03:00,320|LBSF,SPIM,22:43+03:00,06:27-05:00,300
LKPR,SPIM,05:48+02:00,06:27-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,LBSF,17:09+02:00,21:50+03:00,320|LBSF,SPIM,22:43+03:00,06:27-05:00,300
LKPR,SPIM,05:48+02:00,06:27-05:00,1,false|LKPR,EDDI,05:48+02:00,07:05+02:00,300|EDDI,LBSF,18:45+02:00,22:26+03:00,320|LBSF,SPIM,22:43+03:00,06:27-05:00,300
LKPR,SPIM,08:42+02:00,02:01-05:00,1,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SKBO,14:07+02:00,20:00-05:00,300|SKBO,SPIM,22:45-05:00,02:01-05:00,340
LKPR,SPIM,08:42+02:00,05:14-05:00,1,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SKBO,19:47+02:00,01:40-05:00,340|SKBO,SPIM,01:58-05:00,05:14-05:00,340
LKPR,SPIM,08:42+02:00,12:02-05:00,1,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SKBO,19:47+02:00,01:40-05:00,340|SKBO,SPIM,08:46-05:00,12:02-05:00,300
LKPR,SPIM,08:42+02:00,02:01-05:00,2,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SKBO,19:47+02:00,01:40-05:00,340|SKBO,SPIM,22:45-05:00,02:01-05:00,340
LKPR,SPIM,08:42+02:00,14:58-05:00,1,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SEQM,21:53+02:00,04:33-05:00,360|SEQM,SPIM,11:17-05:00,14:58-05:00,320
LKPR,SPIM,08:42+02:00,19:01-05:00,1,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SEQM,21:53+02:00,04:33-05:00,360|SEQM,SPIM,16:20-05:00,19:01-05:00,320
LKPR,SPIM,08:42+02:00,23:12-05:00,0,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SVMI,13:44+02:00,19:16-04:00,320|SVMI,SPIM,19:46-04:00,23:12-05:00,340
LKPR,SPIM,08:42+02:00,09:29-05:00,1,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SVMI,21:02+02:00,03:34-04:00,320|SVMI,SPIM,05:03-04:00,09:29-05:00,300
LKPR,SPIM,08:42+02:00,10:49-05:00,1,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SVMI,21:02+02:00,03:34-04:00,320|SVMI,SPIM,06:23-04:00,10:49-05:00,320
LKPR,SPIM,08:42+02:00,17:35-05:00,1,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SVMI,21:02+02:00,03:34-04:00,320|SVMI,SPIM,13:09-04:00,17:35-05:00,360
LKPR,SPIM,08:42+02:00,23:12-05:00,1,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SVMI,21:02+02:00,03:34-04:00,320|SVMI,SPIM,19:46-04:00,23:12-05:00,340
LKPR,SPIM,08:42+02:00,22:32-05:00,1,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SBBR,16:48+02:00,00:38-03:00,320|SBBR,SPIM,18:27-03:00,22:32-05:00,300
LKPR,SPIM,08:42+02:00,20:10-05:00,0,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SPIM,12:16+02:00,20:10-05:00,340
LKPR,SPIM,08:42+02:00,05:36-05:00,1,false|LKPR,EDDI,08:42+02:00,10:59+02:00,340|EDDI,SPIM,21:42+02:00,05:36-05:00,300
