OMDB,SKBO,00:23+04:00,21:42-05:00,0,false|OMDB,SEQM,00:23+04:00,10:19-05:00,320|SEQM,SKBO,19:55-05:00,21:42-05:00,360
OMDB,SGAS,06:38+04:00,10:30-04:00,1,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SUAA,14:22+03:00,01:12-03:00,340|SUAA,SGAS,08:15-03:00,10:30-04:00,300
OMDB,SGAS,06:38+04:00,00:32-04:00,2,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SUAA,14:22+03:00,01:12-03:00,340|SUAA,SGAS,22:17-03:00,00:32-04:00,300
OMDB,SGAS,06:38+04:00,00:32-04:00,2,false|OMDB,UMMS,06:38+04:00,11:28+03:00,300|UMMS,SUAA,22:37+03:00,09:27-03:00,340|SUAA,SGAS,22:17-03:00,00:32-04:00,300
OMDB,SGAS,13:46+04:00,17:36-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SEQM,23:36+03:00,06:31-05:00,360|SEQM,SGAS,10:06-05:00,17:36-04:00,300
OMDB,SGAS,13:46+04:00,21:19-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SEQM,23:36+03:00,06:31-05:00,360|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,13:46+04:00,15:00-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SVMI,22:38+03:00,04:26-04:00,300|SVMI,SGAS,08:58-04:00,15:00-04:00,360
OMDB,SGAS,13:46+04:00,05:23-04:00,2,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SVMI,22:38+03:00,04:26-04:00,300|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,13:46+04:00,19:16-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SBBR,23:18+03:00,08:20-03:00,320|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,13:46+04:00,00:27-04:00,2,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SBBR,23:18+03:00,08:20-03:00,320|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,13:46+04:00,15:40-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SPIM,23:27+03:00,08:38-05:00,320|SPIM,SGAS,09:28-05:00,15:40-04:00,360
OMDB,SGAS,13:46+04:00,22:43-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SPIM,23:27+03:00,08:38-05:00,320|SPIM,SGAS,16:31-05:00,22:43-04:00,360
OMDB,SGAS,13:46+04:00,09:24-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SLLP,19:03+03:00,04:55-04:00,340|SLLP,SGAS,06:30-04:00,09:24-04:00,300
OMDB,SGAS,13:46+04:00,16:32-04:00,1,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SLLP,19:03+03:00,04:55-04:00,340|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,13:46+04:00,02:08-04:00,2,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SLLP,19:03+03:00,04:55-04:00,340|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,13:46+04:00,00:32-04:00,2,false|OMDB,UMMS,13:46+04:00,18:36+03:00,320|UMMS,SUAA,22:37+03:00,09:27-03:00,340|SUAA,SGAS,22:17-03:00,00:32-04:00,300
OMDB,SGAS,20:09+04:00,21:19-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SEQM,03:40+03:00,10:35-05:00,340|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,20:09+04:00,15:00-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SVMI,02:34+03:00,08:22-04:00,340|SVMI,SGAS,08:58-04:00,15:00-04:00,360
OMDB,SGAS,20:09+04:00,05:23-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SVMI,02:34+03:00,08:22-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,20:09+04:00,05:23-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SVMI,12:55+03:00,18:43-04:00,320|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,20:09+04:00,19:16-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SBBR,07:24+03:00,16:26-03:00,360|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,20:09+04:00,00:27-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SBBR,07:24+03:00,16:26-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,20:09+04:00,16:32-04:00,1,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SLLP,03:59+03:00,12:51-04:00,320|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,20:09+04:00,02:08-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SLLP,03:59+03:00,12:51-04:00,320|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,20:09+04:00,02:08-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SLLP,10:18+03:00,19:10-04:00,320|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,20:09+04:00,00:32-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SUAA,03:07+03:00,14:57-03:00,320|SUAA,SGAS,22:17-03:00,00:32-04:00,300
OMDB,SGAS,20:09+04:00,00:32-04:00,2,false|OMDB,UMMS,20:09+04:00,01:59+03:00,340|UMMS,SUAA,06:54+03:00,17:44-03:00,320|SUAA,SGAS,22:17-03:00,00:32-04:00,300
OMDB,SGAS,02:05+04:00,05:23-04:00,1,false|OMDB,LBSF,02:05+04:00,07:28+03:00,300|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,02:05+04:00,05:23-04:00,1,false|OMDB,LBSF,02:05+04:00,07:28+03:00,300|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,02:05+04:00,00:27-04:00,1,false|OMDB,LBSF,02:05+04:00,07:28+03:00,300|LBSF,SBBR,13:51+03:00,21:51-03:00,340|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,02:05+04:00,02:08-04:00,1,false|OMDB,LBSF,02:05+04:00,07:28+03:00,300|LBSF,SLLP,13:53+03:00,22:03-04:00,300|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,02:05+04:00,00:32-04:00,1,false|OMDB,LBSF,02:05+04:00,07:28+03:00,300|LBSF,SUAA,07:38+03:00,17:18-03:00,300|SUAA,SGAS,22:17-03:00,00:32-04:00,300
OMDB,SGAS,11:12+04:00,17:36-04:00,1,false|OMDB,LBSF,11:12+04:00,16:35+03:00,300|LBSF,SEQM,22:22+03:00,05:05-05:00,300|SEQM,SGAS,10:06-05:00,17:36-04:00,300
OMDB,SGAS,11:12+04:00,21:19-04:00,1,false|OMDB,LBSF,11:12+04:00,16:35+03:00,300|LBSF,SEQM,22:22+03:00,05:05-05:00,300|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,11:12+04:00,15:00-04:00,1,false|OMDB,LBSF,11:12+04:00,16:35+03:00,300|LBSF,SVMI,21:08+03:00,03:41-04:00,300|SVMI,SGAS,08:58-04:00,15:00-04:00,360
OMDB,SGAS,11:12+04:00,05:23-04:00,2,false|OMDB,LBSF,11:12+04:00,16:35+03:00,300|LBSF,SVMI,21:08+03:00,03:41-04:00,300|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,11:12+04:00,06:52-04:00,1,false|OMDB,LBSF,11:12+04:00,16:35+03:00,300|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SGAS,04:57-03:00,06:52-04:00,320
OMDB,SGAS,11:12+04:00,08:06-04:00,1,false|OMDB,LBSF,11:12+04:00,16:35+03:00,300|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SGAS,06:11-03:00,08:06-04:00,300
OMDB,SGAS,11:12+04:00,19:16-04:00,1,false|OMDB,LBSF,11:12+04:00,16:35+03:00,300|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,11:12+04:00,00:27-04:00,2,false|OMDB,LBSF,11:12+04:00,16:35+03:00,300|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,11:12+04:00,13:45-04:00,1,false|OMDB,LBSF,11:12+04:00,16:35+03:00,300|LBSF,SPIM,22:43+03:00,06:27-05:00,300|SPIM,SGAS,07:33-05:00,13:45-04:00,300
OMDB,SGAS,11:12+04:00,15:40-04:00,1,false|OMDB,LBSF,11:12+04:00,16:35+03:00,300|LBSF,SPIM,22:43+03:00,06:27-05:00,300|SPIM,SGAS,09:28-05:00,15:40-04:00,360
OMDB,SGAS,11:12+04:00,22:43-04:00,1,false|OMDB,LBSF,11:12+04:00,16:35+03:00,300|LBSF,SPIM,22:43+03:00,06:27-05:00,300|SPIM,SGAS,16:31-05:00,22:43-04:00,360
OMDB,SGAS,11:12+04:00,16:32-04:00,1,false|OMDB,LBSF,11:12+04:00,16:35+03:00,300|LBSF,SLLP,23:26+03:00,08:36-04:00,320|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,11:12+04:00,02:08-04:00,2,false|OMDB,LBSF,11:12+04:00,16:35+03:00,300|LBSF,SLLP,23:26+03:00,08:36-04:00,320|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,11:12+04:00,10:30-04:00,1,false|OMDB,LBSF,11:12+04:00,16:35+03:00,300|LBSF,SUAA,18:00+03:00,04:40-03:00,340|SUAA,SGAS,08:15-03:00,10:30-04:00,300
OMDB,SGAS,11:12+04:00,00:32-04:00,2,false|OMDB,LBSF,11:12+04:00,16:35+03:00,300|LBSF,SUAA,18:00+03:00,04:40-03:00,340|SUAA,SGAS,22:17-03:00,00:32-04:00,300
OMDB,SGAS,20:30+04:00,17:36-04:00,1,false|OMDB,LBSF,20:30+04:00,01:53+03:00,360|LBSF,SEQM,02:46+03:00,09:29-05:00,360|SEQM,SGAS,10:06-05:00,17:36-04:00,300
OMDB,SGAS,20:30+04:00,21:19-04:00,1,false|OMDB,LBSF,20:30+04:00,01:53+03:00,360|LBSF,SEQM,02:46+03:00,09:29-05:00,360|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,20:30+04:00,05:23-04:00,2,false|OMDB,LBSF,20:30+04:00,01:53+03:00,360|LBSF,SVMI,03:13+03:00,09:46-04:00,320|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,20:30+04:00,05:23-04:00,2,false|OMDB,LBSF,20:30+04:00,01:53+03:00,360|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,20:30+04:00,05:23-04:00,2,false|OMDB,LBSF,20:30+04:00,01:53+03:00,360|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,20:30+04:00,19:16-04:00,1,false|OMDB,LBSF,20:30+04:00,01:53+03:00,360|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,20:30+04:00,00:27-04:00,2,false|OMDB,LBSF,20:30+04:00,01:53+03:00,360|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,20:30+04:00,00:27-04:00,2,false|OMDB,LBSF,20:30+04:00,01:53+03:00,360|LBSF,SBBR,13:51+03:00,21:51-03:00,340|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,20:30+04:00,22:43-04:00,1,false|OMDB,LBSF,20:30+04:00,01:53+03:00,360|LBSF,SPIM,03:30+03:00,11:14-05:00,320|SPIM,SGAS,16:31-05:00,22:43-04:00,360
OMDB,SGAS,20:30+04:00,16:32-04:00,1,false|OMDB,LBSF,20:30+04:00,01:53+03:00,360|LBSF,SLLP,03:42+03:00,12:52-04:00,360|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,20:30+04:00,02:08-04:00,2,false|OMDB,LBSF,20:30+04:00,01:53+03:00,360|LBSF,SLLP,03:42+03:00,12:52-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,20:30+04:00,02:08-04:00,2,false|OMDB,LBSF,20:30+04:00,01:53+03:00,360|LBSF,SLLP,13:53+03:00,22:03-04:00,300|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,20:30+04:00,00:32-04:00,2,false|OMDB,LBSF,20:30+04:00,01:53+03:00,360|LBSF,SUAA,07:38+03:00,17:18-03:00,300|SUAA,SGAS,22:17-03:00,00:32-04:00,300
OMDB,SGAS,03:15+04:00,15:00-04:00,1,false|OMDB,LDZA,03:15+04:00,08:27+02:00,300|LDZA,SVMI,21:45+02:00,03:33-04:00,360|SVMI,SGAS,08:58-04:00,15:00-04:00,360
OMDB,SGAS,03:15+04:00,00:27-04:00,1,false|OMDB,LDZA,03:15+04:00,08:27+02:00,300|LDZA,SBBR,09:16+02:00,17:50-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,03:15+04:00,00:27-04:00,1,false|OMDB,LDZA,03:15+04:00,08:27+02:00,300|LDZA,SBBR,12:12+02:00,20:46-03:00,340|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,15:46+04:00,17:36-04:00,1,false|OMDB,LDZA,15:46+04:00,20:58+02:00,360|LDZA,SEQM,23:40+02:00,06:39-05:00,300|SEQM,SGAS,10:06-05:00,17:36-04:00,300
OMDB,SGAS,15:46+04:00,21:19-04:00,1,false|OMDB,LDZA,15:46+04:00,20:58+02:00,360|LDZA,SEQM,23:40+02:00,06:39-05:00,300|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,15:46+04:00,15:00-04:00,1,false|OMDB,LDZA,15:46+04:00,20:58+02:00,360|LDZA,SVMI,21:45+02:00,03:33-04:00,360|SVMI,SGAS,08:58-04:00,15:00-04:00,360
OMDB,SGAS,15:46+04:00,05:23-04:00,2,false|OMDB,LDZA,15:46+04:00,20:58+02:00,360|LDZA,SVMI,21:45+02:00,03:33-04:00,360|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,15:46+04:00,16:32-04:00,1,false|OMDB,LDZA,15:46+04:00,20:58+02:00,360|LDZA,SLLP,21:11+02:00,06:46-04:00,360|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,15:46+04:00,02:08-04:00,2,false|OMDB,LDZA,15:46+04:00,20:58+02:00,360|LDZA,SLLP,21:11+02:00,06:46-04:00,360|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,22:36+04:00,21:19-04:00,1,false|OMDB,LDZA,22:36+04:00,03:48+02:00,320|LDZA,SEQM,06:29+02:00,13:28-05:00,320|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,22:36+04:00,05:23-04:00,2,false|OMDB,LDZA,22:36+04:00,03:48+02:00,320|LDZA,SVMI,04:20+02:00,10:08-04:00,320|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,22:36+04:00,05:23-04:00,2,false|OMDB,LDZA,22:36+04:00,03:48+02:00,320|LDZA,SVMI,08:29+02:00,14:17-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,22:36+04:00,00:27-04:00,2,false|OMDB,LDZA,22:36+04:00,03:48+02:00,320|LDZA,SBBR,09:16+02:00,17:50-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,22:36+04:00,00:27-04:00,2,false|OMDB,LDZA,22:36+04:00,03:48+02:00,320|LDZA,SBBR,12:12+02:00,20:46-03:00,340|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,22:36+04:00,00:32-04:00,2,false|OMDB,LDZA,22:36+04:00,03:48+02:00,320|LDZA,SUAA,06:15+02:00,17:34-03:00,320|SUAA,SGAS,22:17-03:00,00:32-04:00,300
OMDB,SGAS,02:26+04:00,05:23-04:00,1,false|OMDB,VIDP,02:26+04:00,07:12+05:00,340|VIDP,SVMI,10:32+05:00,20:24-04:00,320|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,02:26+04:00,00:27-04:00,1,false|OMDB,VIDP,02:26+04:00,07:12+05:00,340|VIDP,SBBR,07:38+05:00,18:22-03:00,340|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,11:32+04:00,17:36-04:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,SEQM,20:54+05:00,08:55-05:00,320|SEQM,SGAS,10:06-05:00,17:36-04:00,300
OMDB,SGAS,11:32+04:00,21:19-04:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,SEQM,20:54+05:00,08:55-05:00,320|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,11:32+04:00,15:00-04:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,SVMI,18:27+05:00,04:19-04:00,340|SVMI,SGAS,08:58-04:00,15:00-04:00,360
OMDB,SGAS,11:32+04:00,05:23-04:00,2,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,SVMI,18:27+05:00,04:19-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,11:32+04:00,19:16-04:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,SBBR,21:55+05:00,08:39-03:00,300|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,11:32+04:00,00:27-04:00,2,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,SBBR,21:55+05:00,08:39-03:00,300|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,11:32+04:00,16:32-04:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,SLLP,21:05+05:00,10:26-04:00,300|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,11:32+04:00,02:08-04:00,2,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,SLLP,21:05+05:00,10:26-04:00,300|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,11:32+04:00,10:30-04:00,1,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,SUAA,16:52+05:00,05:24-03:00,320|SUAA,SGAS,08:15-03:00,10:30-04:00,300
OMDB,SGAS,11:32+04:00,00:32-04:00,2,false|OMDB,VIDP,11:32+04:00,16:18+05:00,360|VIDP,SUAA,16:52+05:00,05:24-03:00,320|SUAA,SGAS,22:17-03:00,00:32-04:00,300
OMDB,SGAS,14:03+04:00,17:36-04:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,SEQM,20:54+05:00,08:55-05:00,320|SEQM,SGAS,10:06-05:00,17:36-04:00,300
OMDB,SGAS,14:03+04:00,21:19-04:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,SEQM,20:54+05:00,08:55-05:00,320|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,14:03+04:00,19:16-04:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,SBBR,21:55+05:00,08:39-03:00,300|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,14:03+04:00,00:27-04:00,2,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,SBBR,21:55+05:00,08:39-03:00,300|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,14:03+04:00,16:32-04:00,1,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,SLLP,21:05+05:00,10:26-04:00,300|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,14:03+04:00,02:08-04:00,2,false|OMDB,VIDP,14:03+04:00,19:49+05:00,360|VIDP,SLLP,21:05+05:00,10:26-04:00,300|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,19:33+04:00,21:19-04:00,1,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,SEQM,00:44+05:00,12:45-05:00,340|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,19:33+04:00,05:23-04:00,2,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,SVMI,06:16+05:00,16:08-04:00,320|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,19:33+04:00,05:23-04:00,2,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,SVMI,10:32+05:00,20:24-04:00,320|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,19:33+04:00,00:27-04:00,2,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,SBBR,07:38+05:00,18:22-03:00,340|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,19:33+04:00,02:08-04:00,2,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,SLLP,04:18+05:00,17:39-04:00,320|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,19:33+04:00,00:32-04:00,2,false|OMDB,VIDP,19:33+04:00,00:19+05:00,320|VIDP,SUAA,04:35+05:00,17:07-03:00,320|SUAA,SGAS,22:17-03:00,00:32-04:00,300
OMDB,SGAS,04:28+04:00,00:27-04:00,1,false|OMDB,RKSI,04:28+04:00,16:50+09:00,360|RKSI,SBBR,20:11+09:00,20:49-03:00,300|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,04:28+04:00,02:08-04:00,1,false|OMDB,RKSI,04:28+04:00,16:50+09:00,360|RKSI,SLLP,19:52+09:00,20:43-04:00,340|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,14:16+04:00,17:36-04:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SEQM,05:50+09:00,05:25-05:00,340|SEQM,SGAS,10:06-05:00,17:36-04:00,300
OMDB,SGAS,14:16+04:00,21:19-04:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SEQM,05:50+09:00,05:25-05:00,340|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,14:16+04:00,17:36-04:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SEQM,06:58+09:00,06:33-05:00,320|SEQM,SGAS,10:06-05:00,17:36-04:00,300
OMDB,SGAS,14:16+04:00,21:19-04:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SEQM,06:58+09:00,06:33-05:00,320|SEQM,SGAS,14:49-05:00,21:19-04:00,340
OMDB,SGAS,14:16+04:00,15:00-04:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SVMI,03:52+09:00,02:17-04:00,340|SVMI,SGAS,08:58-04:00,15:00-04:00,360
OMDB,SGAS,14:16+04:00,05:23-04:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SVMI,03:52+09:00,02:17-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,14:16+04:00,15:00-04:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SVMI,09:02+09:00,08:27-04:00,300|SVMI,SGAS,08:58-04:00,15:00-04:00,360
OMDB,SGAS,14:16+04:00,05:23-04:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SVMI,09:02+09:00,08:27-04:00,300|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,14:16+04:00,05:23-04:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SVMI,13:28+09:00,12:53-04:00,300|SVMI,SGAS,22:21-04:00,05:23-04:00,320
OMDB,SGAS,14:16+04:00,08:06-04:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SBBR,05:33+09:00,05:11-03:00,300|SBBR,SGAS,06:11-03:00,08:06-04:00,300
OMDB,SGAS,14:16+04:00,19:16-04:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SBBR,05:33+09:00,05:11-03:00,300|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,14:16+04:00,00:27-04:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SBBR,05:33+09:00,05:11-03:00,300|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,14:16+04:00,19:16-04:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SBBR,10:28+09:00,10:06-03:00,360|SBBR,SGAS,17:21-03:00,19:16-04:00,320
OMDB,SGAS,14:16+04:00,00:27-04:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SBBR,10:28+09:00,10:06-03:00,360|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,14:16+04:00,00:27-04:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SBBR,20:11+09:00,20:49-03:00,300|SBBR,SGAS,22:32-03:00,00:27-04:00,320
OMDB,SGAS,14:16+04:00,16:32-04:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SLLP,05:54+09:00,06:45-04:00,300|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,14:16+04:00,02:08-04:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SLLP,05:54+09:00,06:45-04:00,300|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,14:16+04:00,16:32-04:00,1,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SLLP,10:24+09:00,11:15-04:00,320|SLLP,SGAS,13:38-04:00,16:32-04:00,340
OMDB,SGAS,14:16+04:00,02:08-04:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SLLP,10:24+09:00,11:15-04:00,320|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,14:16+04:00,02:08-04:00,2,false|OMDB,RKSI,14:16+04:00,02:38+09:00,300|RKSI,SLLP,19:52+09:00,20:43-04:00,340|SLLP,SGAS,23:14-04:00,02:08-04:00,360
OMDB,SGAS,19:25+04:00,15:00-04:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,SVMI,09:02+09:00,08:27-04:00,300|SVMI,SGAS,08:58-04:00,15:00-04:00,360
OMDB,SGAS,19:25+04:00,05:23-04:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,SVMI,09:02+09:00,08:27-04:00,300|SVMI,SGAS,22:21-04:00,05:23-04:00,320
