UMMS,SKBO,03:40+03:00,21:42-05:00,0,false|148,UMMS,SEQM,03:40+03:00,10:35-05:00,340|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
UMMS,SCEL,06:54+03:00,14:57-03:00,1,false|842,UMMS,SUAA,06:54+03:00,17:44-03:00,320|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|774,SGAS,SCEL,10:01-04:00,14:57-03:00,320
UMMS,SCEL,06:54+03:00,21:20-03:00,1,false|842,UMMS,SUAA,06:54+03:00,17:44-03:00,320|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|776,SGAS,SCEL,17:24-04:00,21:20-03:00,320
UMMS,SCEL,06:54+03:00,22:08-03:00,1,false|842,UMMS,SUAA,06:54+03:00,17:44-03:00,320|814,SUAA,SGAS,22:17-03:00,00:32-04:00,300|778,SGAS,SCEL,18:12-04:00,22:08-03:00,300
UMMS,SCEL,14:22+03:00,07:54-03:00,2,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|48,SUAA,SKBO,12:02-03:00,17:51-05:00,340|31,SKBO,SCEL,22:42-05:00,07:54-03:00,320
UMMS,SCEL,14:22+03:00,17:43-03:00,1,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|116,SUAA,SEQM,04:39-03:00,09:12-05:00,300|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
UMMS,SCEL,14:22+03:00,01:33-03:00,2,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|116,SUAA,SEQM,04:39-03:00,09:12-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,14:22+03:00,01:33-03:00,2,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|118,SUAA,SEQM,09:09-03:00,14:42-05:00,320|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,14:22+03:00,21:54-03:00,1,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|274,SUAA,SVMI,04:33-03:00,11:50-04:00,300|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
UMMS,SCEL,14:22+03:00,03:07-03:00,2,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|424,SUAA,SBBR,07:19-03:00,11:12-03:00,320|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,14:22+03:00,03:07-03:00,2,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|426,SUAA,SBBR,14:42-03:00,18:35-03:00,340|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,14:22+03:00,20:55-03:00,1,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|576,SUAA,SPIM,05:54-03:00,09:58-05:00,360|557,SPIM,SCEL,13:51-05:00,20:55-03:00,340
UMMS,SCEL,14:22+03:00,01:37-03:00,2,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|576,SUAA,SPIM,05:54-03:00,09:58-05:00,360|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320
UMMS,SCEL,14:22+03:00,05:48-03:00,1,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|780,SUAA,SCEL,02:10-03:00,05:48-03:00,360
UMMS,SCEL,14:22+03:00,13:33-03:00,1,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|782,SUAA,SCEL,10:55-03:00,13:33-03:00,340
UMMS,SCEL,14:22+03:00,20:47-03:00,1,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|784,SUAA,SCEL,17:09-03:00,20:47-03:00,300
UMMS,SCEL,14:22+03:00,02:04-03:00,2,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
UMMS,SCEL,14:22+03:00,17:32-03:00,1,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|804,SUAA,SABE,08:15-03:00,10:28-03:00,340|768,SABE,SCEL,14:08-03:00,17:32-03:00,340
UMMS,SCEL,14:22+03:00,02:31-03:00,2,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|804,SUAA,SABE,08:15-03:00,10:28-03:00,340|770,SABE,SCEL,23:07-03:00,02:31-03:00,360
UMMS,SCEL,14:22+03:00,14:57-03:00,1,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|810,SUAA,SGAS,02:09-03:00,04:24-04:00,340|774,SGAS,SCEL,10:01-04:00,14:57-03:00,320
UMMS,SCEL,14:22+03:00,21:20-03:00,1,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|810,SUAA,SGAS,02:09-03:00,04:24-04:00,340|776,SGAS,SCEL,17:24-04:00,21:20-03:00,320
UMMS,SCEL,14:22+03:00,22:08-03:00,1,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|810,SUAA,SGAS,02:09-03:00,04:24-04:00,340|778,SGAS,SCEL,18:12-04:00,22:08-03:00,300
UMMS,SCEL,14:22+03:00,21:20-03:00,1,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|812,SUAA,SGAS,08:15-03:00,10:30-04:00,300|776,SGAS,SCEL,17:24-04:00,21:20-03:00,320
UMMS,SCEL,14:22+03:00,22:08-03:00,1,false|844,UMMS,SUAA,14:22+03:00,01:12-03:00,340|812,SUAA,SGAS,08:15-03:00,10:30-04:00,300|778,SGAS,SCEL,18:12-04:00,22:08-03:00,300
UMMS,SCEL,22:37+03:00,07:54-03:00,2,false|846,UMMS,SUAA,22:37+03:00,09:27-03:00,340|48,SUAA,SKBO,12:02-03:00,17:51-05:00,340|31,SKBO,SCEL,22:42-05:00,07:54-03:00,320
UMMS,SCEL,22:37+03:00,03:07-03:00,2,false|846,UMMS,SUAA,22:37+03:00,09:27-03:00,340|426,SUAA,SBBR,14:42-03:00,18:35-03:00,340|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,22:37+03:00,13:33-03:00,1,false|846,UMMS,SUAA,22:37+03:00,09:27-03:00,340|782,SUAA,SCEL,10:55-03:00,13:33-03:00,340
UMMS,SCEL,22:37+03:00,20:47-03:00,1,false|846,UMMS,SUAA,22:37+03:00,09:27-03:00,340|784,SUAA,SCEL,17:09-03:00,20:47-03:00,300
UMMS,SCEL,22:37+03:00,02:04-03:00,2,false|846,UMMS,SUAA,22:37+03:00,09:27-03:00,340|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
UMMS,SCEL,02:42+03:00,07:54-03:00,1,false|896,UMMS,LATI,02:42+03:00,04:34+02:00,360|52,LATI,SKBO,08:17+02:00,15:49-05:00,360|31,SKBO,SCEL,22:42-05:00,07:54-03:00,320
UMMS,SCEL,02:42+03:00,03:07-03:00,1,false|896,UMMS,LATI,02:42+03:00,04:34+02:00,360|430,LATI,SBBR,06:30+02:00,14:04-03:00,300|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,02:42+03:00,08:27-03:00,1,false|896,UMMS,LATI,02:42+03:00,04:34+02:00,360|434,LATI,SBBR,17:10+02:00,01:44-03:00,340|401,SBBR,SCEL,03:36-03:00,08:27-03:00,360
UMMS,SCEL,02:42+03:00,01:37-03:00,1,false|896,UMMS,LATI,02:42+03:00,04:34+02:00,360|584,LATI,SPIM,06:00+02:00,15:19-05:00,340|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320
UMMS,SCEL,02:42+03:00,14:16-03:00,1,false|896,UMMS,LATI,02:42+03:00,04:34+02:00,360|588,LATI,SPIM,20:00+02:00,05:19-05:00,360|555,SPIM,SCEL,07:12-05:00,14:16-03:00,320
UMMS,SCEL,02:42+03:00,20:55-03:00,1,false|896,UMMS,LATI,02:42+03:00,04:34+02:00,360|588,LATI,SPIM,20:00+02:00,05:19-05:00,360|557,SPIM,SCEL,13:51-05:00,20:55-03:00,340
UMMS,SCEL,02:42+03:00,01:37-03:00,2,false|896,UMMS,LATI,02:42+03:00,04:34+02:00,360|588,LATI,SPIM,20:00+02:00,05:19-05:00,360|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320
UMMS,SCEL,02:42+03:00,00:46-03:00,1,false|896,UMMS,LATI,02:42+03:00,04:34+02:00,360|642,LATI,SLLP,04:48+02:00,13:32-04:00,340|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,02:42+03:00,00:46-03:00,1,false|896,UMMS,LATI,02:42+03:00,04:34+02:00,360|644,LATI,SLLP,09:15+02:00,18:59-04:00,320|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,02:42+03:00,01:52-03:00,1,false|896,UMMS,LATI,02:42+03:00,04:34+02:00,360|790,LATI,SCEL,13:27+02:00,01:52-03:00,320
UMMS,SCEL,02:42+03:00,10:40-03:00,1,false|896,UMMS,LATI,02:42+03:00,04:34+02:00,360|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,02:42+03:00,02:04-03:00,1,false|896,UMMS,LATI,02:42+03:00,04:34+02:00,360|818,LATI,SUAA,11:18+02:00,22:32-03:00,340|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
UMMS,SCEL,01:28+03:00,07:54-03:00,1,false|996,UMMS,EDDI,01:28+03:00,03:44+02:00,300|58,EDDI,SKBO,06:53+02:00,12:46-05:00,340|31,SKBO,SCEL,22:42-05:00,07:54-03:00,320
UMMS,SCEL,01:28+03:00,07:54-03:00,1,false|996,UMMS,EDDI,01:28+03:00,03:44+02:00,300|60,EDDI,SKBO,14:07+02:00,20:00-05:00,300|31,SKBO,SCEL,22:42-05:00,07:54-03:00,320
UMMS,SCEL,01:28+03:00,01:33-03:00,1,false|996,UMMS,EDDI,01:28+03:00,03:44+02:00,300|130,EDDI,SEQM,08:19+02:00,15:59-05:00,320|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,01:28+03:00,03:07-03:00,1,false|996,UMMS,EDDI,01:28+03:00,03:44+02:00,300|436,EDDI,SBBR,04:47+02:00,12:37-03:00,320|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,01:28+03:00,03:07-03:00,1,false|996,UMMS,EDDI,01:28+03:00,03:44+02:00,300|438,EDDI,SBBR,11:26+02:00,19:16-03:00,320|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,01:28+03:00,00:46-03:00,1,false|996,UMMS,EDDI,01:28+03:00,03:44+02:00,300|650,EDDI,SLLP,06:17+02:00,15:52-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,01:28+03:00,10:40-03:00,1,false|996,UMMS,EDDI,01:28+03:00,03:44+02:00,300|878,EDDI,LATI,15:54+02:00,18:32+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,01:28+03:00,10:40-03:00,1,false|996,UMMS,EDDI,01:28+03:00,03:44+02:00,300|880,EDDI,LATI,17:47+02:00,20:25+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,07:29+03:00,07:54-03:00,1,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|60,EDDI,SKBO,14:07+02:00,20:00-05:00,300|31,SKBO,SCEL,22:42-05:00,07:54-03:00,320
UMMS,SCEL,07:29+03:00,13:32-03:00,1,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|62,EDDI,SKBO,19:47+02:00,01:40-05:00,340|27,SKBO,SCEL,04:20-05:00,13:32-03:00,360
UMMS,SCEL,07:29+03:00,17:51-03:00,1,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|62,EDDI,SKBO,19:47+02:00,01:40-05:00,340|29,SKBO,SCEL,08:39-05:00,17:51-03:00,320
UMMS,SCEL,07:29+03:00,13:45-03:00,1,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|134,EDDI,SEQM,21:53+02:00,04:33-05:00,360|97,SEQM,SCEL,05:01-05:00,13:45-03:00,300
UMMS,SCEL,07:29+03:00,17:43-03:00,1,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|134,EDDI,SEQM,21:53+02:00,04:33-05:00,360|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
UMMS,SCEL,07:29+03:00,01:33-03:00,2,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|134,EDDI,SEQM,21:53+02:00,04:33-05:00,360|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,07:29+03:00,21:54-03:00,1,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|292,EDDI,SVMI,21:02+02:00,03:34-04:00,320|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
UMMS,SCEL,07:29+03:00,03:07-03:00,1,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|438,EDDI,SBBR,11:26+02:00,19:16-03:00,320|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,07:29+03:00,08:27-03:00,1,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|440,EDDI,SBBR,16:48+02:00,00:38-03:00,320|401,SBBR,SCEL,03:36-03:00,08:27-03:00,360
UMMS,SCEL,07:29+03:00,03:07-03:00,2,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|440,EDDI,SBBR,16:48+02:00,00:38-03:00,320|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,07:29+03:00,14:16-03:00,1,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|594,EDDI,SPIM,21:42+02:00,05:36-05:00,300|555,SPIM,SCEL,07:12-05:00,14:16-03:00,320
UMMS,SCEL,07:29+03:00,20:55-03:00,1,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|594,EDDI,SPIM,21:42+02:00,05:36-05:00,300|557,SPIM,SCEL,13:51-05:00,20:55-03:00,340
UMMS,SCEL,07:29+03:00,01:37-03:00,2,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|594,EDDI,SPIM,21:42+02:00,05:36-05:00,300|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320
UMMS,SCEL,07:29+03:00,07:07-03:00,1,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|654,EDDI,SLLP,16:36+02:00,01:11-04:00,360|623,SLLP,SCEL,02:44-04:00,07:07-03:00,320
UMMS,SCEL,07:29+03:00,00:46-03:00,2,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|654,EDDI,SLLP,16:36+02:00,01:11-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,07:29+03:00,13:33-03:00,1,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|826,EDDI,SUAA,19:28+02:00,06:08-03:00,360|782,SUAA,SCEL,10:55-03:00,13:33-03:00,340
UMMS,SCEL,07:29+03:00,20:47-03:00,1,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|826,EDDI,SUAA,19:28+02:00,06:08-03:00,360|784,SUAA,SCEL,17:09-03:00,20:47-03:00,300
UMMS,SCEL,07:29+03:00,02:04-03:00,2,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|826,EDDI,SUAA,19:28+02:00,06:08-03:00,360|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
UMMS,SCEL,07:29+03:00,10:40-03:00,1,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|878,EDDI,LATI,15:54+02:00,18:32+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,07:29+03:00,10:40-03:00,1,false|998,UMMS,EDDI,07:29+03:00,09:45+02:00,360|880,EDDI,LATI,17:47+02:00,20:25+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,12:15+03:00,13:32-03:00,1,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|62,EDDI,SKBO,19:47+02:00,01:40-05:00,340|27,SKBO,SCEL,04:20-05:00,13:32-03:00,360
UMMS,SCEL,12:15+03:00,17:51-03:00,1,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|62,EDDI,SKBO,19:47+02:00,01:40-05:00,340|29,SKBO,SCEL,08:39-05:00,17:51-03:00,320
UMMS,SCEL,12:15+03:00,07:54-03:00,2,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|62,EDDI,SKBO,19:47+02:00,01:40-05:00,340|31,SKBO,SCEL,22:42-05:00,07:54-03:00,320
UMMS,SCEL,12:15+03:00,13:45-03:00,1,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|134,EDDI,SEQM,21:53+02:00,04:33-05:00,360|97,SEQM,SCEL,05:01-05:00,13:45-03:00,300
UMMS,SCEL,12:15+03:00,17:43-03:00,1,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|134,EDDI,SEQM,21:53+02:00,04:33-05:00,360|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
UMMS,SCEL,12:15+03:00,01:33-03:00,2,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|134,EDDI,SEQM,21:53+02:00,04:33-05:00,360|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,12:15+03:00,21:54-03:00,1,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|292,EDDI,SVMI,21:02+02:00,03:34-04:00,320|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
UMMS,SCEL,12:15+03:00,08:27-03:00,1,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|440,EDDI,SBBR,16:48+02:00,00:38-03:00,320|401,SBBR,SCEL,03:36-03:00,08:27-03:00,360
UMMS,SCEL,12:15+03:00,03:07-03:00,2,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|440,EDDI,SBBR,16:48+02:00,00:38-03:00,320|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,12:15+03:00,14:16-03:00,1,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|594,EDDI,SPIM,21:42+02:00,05:36-05:00,300|555,SPIM,SCEL,07:12-05:00,14:16-03:00,320
UMMS,SCEL,12:15+03:00,20:55-03:00,1,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|594,EDDI,SPIM,21:42+02:00,05:36-05:00,300|557,SPIM,SCEL,13:51-05:00,20:55-03:00,340
UMMS,SCEL,12:15+03:00,01:37-03:00,2,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|594,EDDI,SPIM,21:42+02:00,05:36-05:00,300|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320
UMMS,SCEL,12:15+03:00,07:07-03:00,1,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|654,EDDI,SLLP,16:36+02:00,01:11-04:00,360|623,SLLP,SCEL,02:44-04:00,07:07-03:00,320
UMMS,SCEL,12:15+03:00,00:46-03:00,2,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|654,EDDI,SLLP,16:36+02:00,01:11-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,12:15+03:00,13:33-03:00,1,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|826,EDDI,SUAA,19:28+02:00,06:08-03:00,360|782,SUAA,SCEL,10:55-03:00,13:33-03:00,340
UMMS,SCEL,12:15+03:00,20:47-03:00,1,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|826,EDDI,SUAA,19:28+02:00,06:08-03:00,360|784,SUAA,SCEL,17:09-03:00,20:47-03:00,300
UMMS,SCEL,12:15+03:00,02:04-03:00,2,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|826,EDDI,SUAA,19:28+02:00,06:08-03:00,360|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
UMMS,SCEL,12:15+03:00,10:40-03:00,1,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|878,EDDI,LATI,15:54+02:00,18:32+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,12:15+03:00,10:40-03:00,1,false|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360|880,EDDI,LATI,17:47+02:00,20:25+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,23:53+03:00,07:54-03:00,2,false|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360|56,EDDI,SKBO,03:48+02:00,09:41-05:00,300|31,SKBO,SCEL,22:42-05:00,07:54-03:00,320
UMMS,SCEL,23:53+03:00,07:54-03:00,2,false|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360|58,EDDI,SKBO,06:53+02:00,12:46-05:00,340|31,SKBO,SCEL,22:42-05:00,07:54-03:00,320
UMMS,SCEL,23:53+03:00,07:54-03:00,2,false|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360|60,EDDI,SKBO,14:07+02:00,20:00-05:00,300|31,SKBO,SCEL,22:42-05:00,07:54-03:00,320
UMMS,SCEL,23:53+03:00,17:43-03:00,1,false|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360|128,EDDI,SEQM,02:05+02:00,09:45-05:00,300|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
UMMS,SCEL,23:53+03:00,01:33-03:00,2,false|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360|128,EDDI,SEQM,02:05+02:00,09:45-05:00,300|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,23:53+03:00,01:33-03:00,2,false|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360|130,EDDI,SEQM,08:19+02:00,15:59-05:00,320|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,23:53+03:00,21:54-03:00,1,false|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360|288,EDDI,SVMI,03:48+02:00,09:20-04:00,360|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
UMMS,SCEL,23:53+03:00,03:07-03:00,2,false|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360|436,EDDI,SBBR,04:47+02:00,12:37-03:00,320|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,23:53+03:00,03:07-03:00,2,false|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360|438,EDDI,SBBR,11:26+02:00,19:16-03:00,320|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,23:53+03:00,00:46-03:00,2,false|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360|650,EDDI,SLLP,06:17+02:00,15:52-04:00,360|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,23:53+03:00,20:47-03:00,1,false|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360|824,EDDI,SUAA,01:44+02:00,12:24-03:00,360|784,SUAA,SCEL,17:09-03:00,20:47-03:00,300
UMMS,SCEL,23:53+03:00,02:04-03:00,2,false|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360|824,EDDI,SUAA,01:44+02:00,12:24-03:00,360|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
UMMS,SCEL,23:53+03:00,01:52-03:00,2,false|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360|876,EDDI,LATI,03:13+02:00,06:51+02:00,340|790,LATI,SCEL,13:27+02:00,01:52-03:00,320
UMMS,SCEL,23:53+03:00,10:40-03:00,2,false|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360|876,EDDI,LATI,03:13+02:00,06:51+02:00,340|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,23:53+03:00,10:40-03:00,2,false|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360|878,EDDI,LATI,15:54+02:00,18:32+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,23:53+03:00,10:40-03:00,2,false|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360|880,EDDI,LATI,17:47+02:00,20:25+02:00,300|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,23:38+03:00,07:54-03:00,2,false|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|64,LOWW,SKBO,05:56+02:00,12:06-05:00,360|31,SKBO,SCEL,22:42-05:00,07:54-03:00,320
UMMS,SCEL,23:38+03:00,17:43-03:00,1,false|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|136,LOWW,SEQM,02:44+02:00,09:41-05:00,360|99,SEQM,SCEL,09:59-05:00,17:43-03:00,300
UMMS,SCEL,23:38+03:00,01:33-03:00,2,false|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|136,LOWW,SEQM,02:44+02:00,09:41-05:00,360|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,23:38+03:00,01:33-03:00,2,false|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|138,LOWW,SEQM,08:50+02:00,15:47-05:00,360|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320
UMMS,SCEL,23:38+03:00,21:54-03:00,1,false|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|294,LOWW,SVMI,04:01+02:00,10:49-04:00,320|263,SVMI,SCEL,12:52-04:00,21:54-03:00,320
UMMS,SCEL,23:38+03:00,03:07-03:00,2,false|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|442,LOWW,SBBR,02:19+02:00,10:05-03:00,300|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,23:38+03:00,03:07-03:00,2,false|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|444,LOWW,SBBR,08:29+02:00,16:15-03:00,340|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340
UMMS,SCEL,23:38+03:00,01:37-03:00,2,false|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|596,LOWW,SPIM,06:10+02:00,15:16-05:00,360|559,SPIM,SCEL,18:33-05:00,01:37-03:00,320
UMMS,SCEL,23:38+03:00,00:46-03:00,2,false|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|656,LOWW,SLLP,07:30+02:00,16:11-04:00,320|625,SLLP,SCEL,19:23-04:00,00:46-03:00,320
UMMS,SCEL,23:38+03:00,02:04-03:00,2,false|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|830,LOWW,SUAA,11:35+02:00,22:09-03:00,320|786,SUAA,SCEL,23:26-03:00,02:04-03:00,360
UMMS,SCEL,23:38+03:00,01:52-03:00,2,false|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|884,LOWW,LATI,07:56+02:00,10:57+02:00,340|790,LATI,SCEL,13:27+02:00,01:52-03:00,320
UMMS,SCEL,23:38+03:00,10:40-03:00,2,false|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|884,LOWW,LATI,07:56+02:00,10:57+02:00,340|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,23:38+03:00,10:40-03:00,2,false|1034,UMMS,LOWW,23:38+03:00,01:54+02:00,320|886,LOWW,LATI,14:23+02:00,17:24+02:00,320|792,LATI,SCEL,22:15+02:00,10:40-03:00,300
UMMS,SCEL,06:23+03:00,07:54-03:00,1,false|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|70,EBCI,SKBO,15:43+02:00,21:48-05:00,340|31,SKBO,SCEL,22:42-05:00,07:54-03:00,320
UMMS,SCEL,06:23+03:00,13:45-03:00,1,false|1072,UMMS,EBCI,06:23+03:00,09:30+02:00,360|146,EBCI,SEQM,19:44+02:00,01:36-05:00,300|97,SEQM,SCEL,05:01-05:00,13:45-03:00,300
