VIDP,SKBO,00:44+05:00,21:42-05:00,0,false|184,VIDP,SEQM,00:44+05:00,12:45-05:00,340|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
VIDP,EDDI,22:32+05:00,10:59+02:00,1,false|940,VIDP,LATI,22:32+05:00,03:20+02:00,340|903,LATI,LKPR,04:32+02:00,07:53+02:00,300|1014,LKPR,EDDI,08:42+02:00,10:59+02:00,340
VIDP,EDDI,22:32+05:00,01:24+02:00,2,false|940,VIDP,LATI,22:32+05:00,03:20+02:00,340|903,LATI,LKPR,04:32+02:00,07:53+02:00,300|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,22:32+05:00,01:24+02:00,2,false|940,VIDP,LATI,22:32+05:00,03:20+02:00,340|905,LATI,LKPR,11:57+02:00,14:18+02:00,320|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,22:32+05:00,01:24+02:00,2,false|940,VIDP,LATI,22:32+05:00,03:20+02:00,340|907,LATI,LKPR,16:24+02:00,19:45+02:00,300|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,22:32+05:00,01:27+02:00,2,false|940,VIDP,LATI,22:32+05:00,03:20+02:00,340|913,LATI,LDZA,11:52+02:00,13:30+02:00,360|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,22:32+05:00,01:27+02:00,2,false|940,VIDP,LATI,22:32+05:00,03:20+02:00,340|915,LATI,LDZA,12:58+02:00,14:36+02:00,300|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,22:32+05:00,19:45+02:00,1,false|940,VIDP,LATI,22:32+05:00,03:20+02:00,340|919,LATI,EKCH,04:13+02:00,08:16+02:00,320|1028,EKCH,EDDI,17:20+02:00,19:45+02:00,340
VIDP,EDDI,22:32+05:00,20:02+02:00,1,false|940,VIDP,LATI,22:32+05:00,03:20+02:00,340|919,LATI,EKCH,04:13+02:00,08:16+02:00,320|1030,EKCH,EDDI,18:37+02:00,20:02+02:00,340
VIDP,EDDI,22:32+05:00,19:45+02:00,1,false|940,VIDP,LATI,22:32+05:00,03:20+02:00,340|921,LATI,EKCH,09:36+02:00,13:39+02:00,320|1028,EKCH,EDDI,17:20+02:00,19:45+02:00,340
VIDP,EDDI,22:32+05:00,20:02+02:00,1,false|940,VIDP,LATI,22:32+05:00,03:20+02:00,340|921,LATI,EKCH,09:36+02:00,13:39+02:00,320|1030,EKCH,EDDI,18:37+02:00,20:02+02:00,340
VIDP,EDDI,20:17+05:00,10:53+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|64,LOWW,SKBO,05:56+02:00,12:06-05:00,360|59,SKBO,EDDI,14:00-05:00,10:53+02:00,360
VIDP,EDDI,20:17+05:00,15:41+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|64,LOWW,SKBO,05:56+02:00,12:06-05:00,360|61,SKBO,EDDI,19:48-05:00,15:41+02:00,320
VIDP,EDDI,20:17+05:00,08:47+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|136,LOWW,SEQM,02:44+02:00,09:41-05:00,360|129,SEQM,EDDI,11:07-05:00,08:47+02:00,360
VIDP,EDDI,20:17+05:00,10:44+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|136,LOWW,SEQM,02:44+02:00,09:41-05:00,360|131,SEQM,EDDI,13:04-05:00,10:44+02:00,320
VIDP,EDDI,20:17+05:00,16:52+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|136,LOWW,SEQM,02:44+02:00,09:41-05:00,360|133,SEQM,EDDI,19:12-05:00,16:52+02:00,320
VIDP,EDDI,20:17+05:00,16:52+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|138,LOWW,SEQM,08:50+02:00,15:47-05:00,360|133,SEQM,EDDI,19:12-05:00,16:52+02:00,320
VIDP,EDDI,20:17+05:00,05:17+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|294,LOWW,SVMI,04:01+02:00,10:49-04:00,320|289,SVMI,EDDI,11:45-04:00,05:17+02:00,300
VIDP,EDDI,20:17+05:00,11:10+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|294,LOWW,SVMI,04:01+02:00,10:49-04:00,320|291,SVMI,EDDI,17:38-04:00,11:10+02:00,340
VIDP,EDDI,20:17+05:00,17:16+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|596,LOWW,SPIM,06:10+02:00,15:16-05:00,360|593,SPIM,EDDI,19:22-05:00,17:16+02:00,300
VIDP,EDDI,20:17+05:00,18:08+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|656,LOWW,SLLP,07:30+02:00,16:11-04:00,320|653,SLLP,EDDI,21:33-04:00,18:08+02:00,300
VIDP,EDDI,20:17+05:00,18:10+02:00,1,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|884,LOWW,LATI,07:56+02:00,10:57+02:00,340|877,LATI,EDDI,15:32+02:00,18:10+02:00,320
VIDP,EDDI,20:17+05:00,02:20+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|884,LOWW,LATI,07:56+02:00,10:57+02:00,340|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,20:17+05:00,02:20+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|886,LOWW,LATI,14:23+02:00,17:24+02:00,320|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,20:17+05:00,06:52+02:00,1,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|982,LOWW,EDDI,04:15+02:00,06:52+02:00,300
VIDP,EDDI,20:17+05:00,12:11+02:00,1,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|984,LOWW,EDDI,10:34+02:00,12:11+02:00,360
VIDP,EDDI,20:17+05:00,18:39+02:00,1,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|986,LOWW,EDDI,16:02+02:00,18:39+02:00,360
VIDP,EDDI,20:17+05:00,23:33+02:00,1,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|1031,LOWW,EBCI,17:23+02:00,20:31+02:00,360|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,20:17+05:00,17:14+02:00,1,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|1035,LOWW,LBSF,04:18+02:00,08:23+03:00,360|1008,LBSF,EDDI,15:33+03:00,17:14+02:00,300
VIDP,EDDI,20:17+05:00,20:34+02:00,1,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|1035,LOWW,LBSF,04:18+02:00,08:23+03:00,360|1010,LBSF,EDDI,18:53+03:00,20:34+02:00,300
VIDP,EDDI,20:17+05:00,01:24+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|1039,LOWW,LKPR,06:27+02:00,08:47+02:00,320|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,20:17+05:00,01:24+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|1041,LOWW,LKPR,13:34+02:00,15:54+02:00,340|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,20:17+05:00,01:24+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|1043,LOWW,LKPR,17:06+02:00,19:26+02:00,300|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,20:17+05:00,11:54+02:00,1,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|1045,LOWW,LDZA,05:54+02:00,07:19+02:00,360|1020,LDZA,EDDI,08:53+02:00,11:54+02:00,320
VIDP,EDDI,20:17+05:00,01:27+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|1045,LOWW,LDZA,05:54+02:00,07:19+02:00,360|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,20:17+05:00,01:27+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|1047,LOWW,LDZA,11:21+02:00,13:46+02:00,300|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,20:17+05:00,01:27+02:00,2,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|1049,LOWW,LDZA,17:41+02:00,19:06+02:00,320|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,20:17+05:00,19:45+02:00,1,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|1053,LOWW,EKCH,10:08+02:00,13:10+02:00,300|1028,EKCH,EDDI,17:20+02:00,19:45+02:00,340
VIDP,EDDI,20:17+05:00,20:02+02:00,1,false|1064,VIDP,LOWW,20:17+05:00,02:21+02:00,300|1053,LOWW,EKCH,10:08+02:00,13:10+02:00,300|1030,EKCH,EDDI,18:37+02:00,20:02+02:00,340
VIDP,EDDI,00:50+05:00,11:10+02:00,1,false|1106,VIDP,EBCI,00:50+05:00,07:59+02:00,340|296,EBCI,SVMI,09:58+02:00,14:41-04:00,360|291,SVMI,EDDI,17:38-04:00,11:10+02:00,340
VIDP,EDDI,00:50+05:00,17:16+02:00,1,false|1106,VIDP,EBCI,00:50+05:00,07:59+02:00,340|602,EBCI,SPIM,09:22+02:00,17:26-05:00,360|593,SPIM,EDDI,19:22-05:00,17:16+02:00,300
VIDP,EDDI,00:50+05:00,01:40+02:00,1,false|1106,VIDP,EBCI,00:50+05:00,07:59+02:00,340|660,EBCI,SLLP,15:13+02:00,23:58-04:00,360|649,SLLP,EDDI,04:05-04:00,01:40+02:00,300
VIDP,EDDI,00:50+05:00,06:32+02:00,1,false|1106,VIDP,EBCI,00:50+05:00,07:59+02:00,340|660,EBCI,SLLP,15:13+02:00,23:58-04:00,360|651,SLLP,EDDI,09:57-04:00,06:32+02:00,360
VIDP,EDDI,00:50+05:00,18:08+02:00,1,false|1106,VIDP,EBCI,00:50+05:00,07:59+02:00,340|660,EBCI,SLLP,15:13+02:00,23:58-04:00,360|653,SLLP,EDDI,21:33-04:00,18:08+02:00,300
VIDP,EDDI,00:50+05:00,18:10+02:00,0,false|1106,VIDP,EBCI,00:50+05:00,07:59+02:00,340|892,EBCI,LATI,08:39+02:00,11:34+02:00,340|877,LATI,EDDI,15:32+02:00,18:10+02:00,320
VIDP,EDDI,00:50+05:00,02:20+02:00,1,false|1106,VIDP,EBCI,00:50+05:00,07:59+02:00,340|892,EBCI,LATI,08:39+02:00,11:34+02:00,340|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,00:50+05:00,02:20+02:00,1,false|1106,VIDP,EBCI,00:50+05:00,07:59+02:00,340|894,EBCI,LATI,18:14+02:00,21:09+02:00,320|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,00:50+05:00,11:29+02:00,0,false|1106,VIDP,EBCI,00:50+05:00,07:59+02:00,340|990,EBCI,EDDI,09:39+02:00,11:29+02:00,300
VIDP,EDDI,00:50+05:00,16:20+02:00,0,false|1106,VIDP,EBCI,00:50+05:00,07:59+02:00,340|992,EBCI,EDDI,14:30+02:00,16:20+02:00,340
VIDP,EDDI,00:50+05:00,23:33+02:00,0,false|1106,VIDP,EBCI,00:50+05:00,07:59+02:00,340|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,00:50+05:00,01:09+02:00,1,false|1106,VIDP,EBCI,00:50+05:00,07:59+02:00,340|1073,EBCI,UMMS,10:57+02:00,15:04+03:00,300|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360
VIDP,EDDI,00:50+05:00,01:09+02:00,1,false|1106,VIDP,EBCI,00:50+05:00,07:59+02:00,340|1075,EBCI,UMMS,18:09+02:00,23:16+03:00,320|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360
VIDP,EDDI,00:50+05:00,20:34+02:00,0,false|1106,VIDP,EBCI,00:50+05:00,07:59+02:00,340|1079,EBCI,LBSF,13:57+02:00,18:06+03:00,300|1010,LBSF,EDDI,18:53+03:00,20:34+02:00,300
VIDP,EDDI,00:50+05:00,01:24+02:00,1,false|1106,VIDP,EBCI,00:50+05:00,07:59+02:00,340|1087,EBCI,LKPR,15:52+02:00,17:45+02:00,320|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,00:50+05:00,19:45+02:00,0,false|1106,VIDP,EBCI,00:50+05:00,07:59+02:00,340|1097,EBCI,EKCH,14:10+02:00,16:08+02:00,300|1028,EKCH,EDDI,17:20+02:00,19:45+02:00,340
VIDP,EDDI,00:50+05:00,20:02+02:00,0,false|1106,VIDP,EBCI,00:50+05:00,07:59+02:00,340|1097,EBCI,EKCH,14:10+02:00,16:08+02:00,300|1030,EKCH,EDDI,18:37+02:00,20:02+02:00,340
VIDP,EDDI,08:10+05:00,02:20+02:00,1,false|1108,VIDP,EBCI,08:10+05:00,15:19+02:00,340|894,EBCI,LATI,18:14+02:00,21:09+02:00,320|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,08:10+05:00,23:33+02:00,0,false|1108,VIDP,EBCI,08:10+05:00,15:19+02:00,340|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,08:10+05:00,01:09+02:00,1,false|1108,VIDP,EBCI,08:10+05:00,15:19+02:00,340|1075,EBCI,UMMS,18:09+02:00,23:16+03:00,320|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360
VIDP,EDDI,08:10+05:00,01:24+02:00,1,false|1108,VIDP,EBCI,08:10+05:00,15:19+02:00,340|1087,EBCI,LKPR,15:52+02:00,17:45+02:00,320|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,08:10+05:00,07:05+02:00,1,false|1108,VIDP,EBCI,08:10+05:00,15:19+02:00,340|1089,EBCI,LKPR,23:51+02:00,01:44+02:00,360|1012,LKPR,EDDI,05:48+02:00,07:05+02:00,300
VIDP,EDDI,08:10+05:00,10:59+02:00,1,false|1108,VIDP,EBCI,08:10+05:00,15:19+02:00,340|1089,EBCI,LKPR,23:51+02:00,01:44+02:00,360|1014,LKPR,EDDI,08:42+02:00,10:59+02:00,340
VIDP,EDDI,08:10+05:00,01:24+02:00,2,false|1108,VIDP,EBCI,08:10+05:00,15:19+02:00,340|1089,EBCI,LKPR,23:51+02:00,01:44+02:00,360|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,08:10+05:00,06:44+02:00,1,false|1108,VIDP,EBCI,08:10+05:00,15:19+02:00,340|1093,EBCI,LDZA,23:06+02:00,02:25+02:00,300|1018,LDZA,EDDI,03:43+02:00,06:44+02:00,360
VIDP,EDDI,08:10+05:00,11:54+02:00,1,false|1108,VIDP,EBCI,08:10+05:00,15:19+02:00,340|1093,EBCI,LDZA,23:06+02:00,02:25+02:00,300|1020,LDZA,EDDI,08:53+02:00,11:54+02:00,320
VIDP,EDDI,08:10+05:00,01:27+02:00,2,false|1108,VIDP,EBCI,08:10+05:00,15:19+02:00,340|1093,EBCI,LDZA,23:06+02:00,02:25+02:00,300|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,08:10+05:00,08:12+02:00,1,false|1108,VIDP,EBCI,08:10+05:00,15:19+02:00,340|1099,EBCI,EKCH,23:01+02:00,01:59+02:00,320|1026,EKCH,EDDI,06:47+02:00,08:12+02:00,320
VIDP,EDDI,08:10+05:00,19:45+02:00,1,false|1108,VIDP,EBCI,08:10+05:00,15:19+02:00,340|1099,EBCI,EKCH,23:01+02:00,01:59+02:00,320|1028,EKCH,EDDI,17:20+02:00,19:45+02:00,340
VIDP,EDDI,08:10+05:00,20:02+02:00,1,false|1108,VIDP,EBCI,08:10+05:00,15:19+02:00,340|1099,EBCI,EKCH,23:01+02:00,01:59+02:00,320|1030,EKCH,EDDI,18:37+02:00,20:02+02:00,340
VIDP,EDDI,12:37+05:00,23:33+02:00,0,false|1110,VIDP,EBCI,12:37+05:00,19:46+02:00,300|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,12:37+05:00,07:54+02:00,1,false|1110,VIDP,EBCI,12:37+05:00,19:46+02:00,300|1081,EBCI,LBSF,23:51+02:00,04:00+03:00,340|1004,LBSF,EDDI,05:13+03:00,07:54+02:00,320
VIDP,EDDI,12:37+05:00,08:57+02:00,1,false|1110,VIDP,EBCI,12:37+05:00,19:46+02:00,300|1081,EBCI,LBSF,23:51+02:00,04:00+03:00,340|1006,LBSF,EDDI,06:16+03:00,08:57+02:00,320
VIDP,EDDI,12:37+05:00,17:14+02:00,1,false|1110,VIDP,EBCI,12:37+05:00,19:46+02:00,300|1081,EBCI,LBSF,23:51+02:00,04:00+03:00,340|1008,LBSF,EDDI,15:33+03:00,17:14+02:00,300
VIDP,EDDI,12:37+05:00,20:34+02:00,1,false|1110,VIDP,EBCI,12:37+05:00,19:46+02:00,300|1081,EBCI,LBSF,23:51+02:00,04:00+03:00,340|1010,LBSF,EDDI,18:53+03:00,20:34+02:00,300
VIDP,EDDI,12:37+05:00,07:05+02:00,1,false|1110,VIDP,EBCI,12:37+05:00,19:46+02:00,300|1089,EBCI,LKPR,23:51+02:00,01:44+02:00,360|1012,LKPR,EDDI,05:48+02:00,07:05+02:00,300
VIDP,EDDI,12:37+05:00,10:59+02:00,1,false|1110,VIDP,EBCI,12:37+05:00,19:46+02:00,300|1089,EBCI,LKPR,23:51+02:00,01:44+02:00,360|1014,LKPR,EDDI,08:42+02:00,10:59+02:00,340
VIDP,EDDI,12:37+05:00,01:24+02:00,2,false|1110,VIDP,EBCI,12:37+05:00,19:46+02:00,300|1089,EBCI,LKPR,23:51+02:00,01:44+02:00,360|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,12:37+05:00,06:44+02:00,1,false|1110,VIDP,EBCI,12:37+05:00,19:46+02:00,300|1093,EBCI,LDZA,23:06+02:00,02:25+02:00,300|1018,LDZA,EDDI,03:43+02:00,06:44+02:00,360
VIDP,EDDI,12:37+05:00,11:54+02:00,1,false|1110,VIDP,EBCI,12:37+05:00,19:46+02:00,300|1093,EBCI,LDZA,23:06+02:00,02:25+02:00,300|1020,LDZA,EDDI,08:53+02:00,11:54+02:00,320
VIDP,EDDI,12:37+05:00,01:27+02:00,2,false|1110,VIDP,EBCI,12:37+05:00,19:46+02:00,300|1093,EBCI,LDZA,23:06+02:00,02:25+02:00,300|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,12:37+05:00,08:12+02:00,1,false|1110,VIDP,EBCI,12:37+05:00,19:46+02:00,300|1099,EBCI,EKCH,23:01+02:00,01:59+02:00,320|1026,EKCH,EDDI,06:47+02:00,08:12+02:00,320
VIDP,EDDI,12:37+05:00,19:45+02:00,1,false|1110,VIDP,EBCI,12:37+05:00,19:46+02:00,300|1099,EBCI,EKCH,23:01+02:00,01:59+02:00,320|1028,EKCH,EDDI,17:20+02:00,19:45+02:00,340
VIDP,EDDI,12:37+05:00,20:02+02:00,1,false|1110,VIDP,EBCI,12:37+05:00,19:46+02:00,300|1099,EBCI,EKCH,23:01+02:00,01:59+02:00,320|1030,EKCH,EDDI,18:37+02:00,20:02+02:00,340
VIDP,EDDI,18:11+05:00,10:53+02:00,2,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|68,EBCI,SKBO,05:49+02:00,11:54-05:00,360|59,SKBO,EDDI,14:00-05:00,10:53+02:00,360
VIDP,EDDI,18:11+05:00,15:41+02:00,2,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|68,EBCI,SKBO,05:49+02:00,11:54-05:00,360|61,SKBO,EDDI,19:48-05:00,15:41+02:00,320
VIDP,EDDI,18:11+05:00,11:10+02:00,2,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|296,EBCI,SVMI,09:58+02:00,14:41-04:00,360|291,SVMI,EDDI,17:38-04:00,11:10+02:00,340
VIDP,EDDI,18:11+05:00,05:55+02:00,2,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|448,EBCI,SBBR,01:55+02:00,09:57-03:00,320|437,SBBR,EDDI,11:05-03:00,05:55+02:00,340
VIDP,EDDI,18:11+05:00,10:00+02:00,2,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|448,EBCI,SBBR,01:55+02:00,09:57-03:00,320|439,SBBR,EDDI,16:10-03:00,10:00+02:00,300
VIDP,EDDI,18:11+05:00,17:16+02:00,2,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|600,EBCI,SPIM,01:41+02:00,09:45-05:00,320|593,SPIM,EDDI,19:22-05:00,17:16+02:00,300
VIDP,EDDI,18:11+05:00,17:16+02:00,2,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|602,EBCI,SPIM,09:22+02:00,17:26-05:00,360|593,SPIM,EDDI,19:22-05:00,17:16+02:00,300
VIDP,EDDI,18:11+05:00,18:10+02:00,1,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|890,EBCI,LATI,04:08+02:00,07:03+02:00,340|877,LATI,EDDI,15:32+02:00,18:10+02:00,320
VIDP,EDDI,18:11+05:00,02:20+02:00,2,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|890,EBCI,LATI,04:08+02:00,07:03+02:00,340|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,18:11+05:00,18:10+02:00,1,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|892,EBCI,LATI,08:39+02:00,11:34+02:00,340|877,LATI,EDDI,15:32+02:00,18:10+02:00,320
VIDP,EDDI,18:11+05:00,02:20+02:00,2,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|892,EBCI,LATI,08:39+02:00,11:34+02:00,340|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,18:11+05:00,02:20+02:00,2,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|894,EBCI,LATI,18:14+02:00,21:09+02:00,320|879,LATI,EDDI,23:42+02:00,02:20+02:00,340
VIDP,EDDI,18:11+05:00,06:26+02:00,1,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|988,EBCI,EDDI,04:36+02:00,06:26+02:00,340
VIDP,EDDI,18:11+05:00,11:29+02:00,1,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|990,EBCI,EDDI,09:39+02:00,11:29+02:00,300
VIDP,EDDI,18:11+05:00,16:20+02:00,1,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|992,EBCI,EDDI,14:30+02:00,16:20+02:00,340
VIDP,EDDI,18:11+05:00,23:33+02:00,1,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|994,EBCI,EDDI,21:43+02:00,23:33+02:00,300
VIDP,EDDI,18:11+05:00,14:31+02:00,1,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|1071,EBCI,UMMS,03:37+02:00,08:44+03:00,360|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360
VIDP,EDDI,18:11+05:00,01:09+02:00,2,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|1071,EBCI,UMMS,03:37+02:00,08:44+03:00,360|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360
VIDP,EDDI,18:11+05:00,01:09+02:00,2,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|1073,EBCI,UMMS,10:57+02:00,15:04+03:00,300|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360
VIDP,EDDI,18:11+05:00,01:09+02:00,2,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|1075,EBCI,UMMS,18:09+02:00,23:16+03:00,320|1002,UMMS,EDDI,23:53+03:00,01:09+02:00,360
VIDP,EDDI,18:11+05:00,17:14+02:00,1,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|1077,EBCI,LBSF,03:08+02:00,08:17+03:00,360|1008,LBSF,EDDI,15:33+03:00,17:14+02:00,300
VIDP,EDDI,18:11+05:00,20:34+02:00,1,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|1077,EBCI,LBSF,03:08+02:00,08:17+03:00,360|1010,LBSF,EDDI,18:53+03:00,20:34+02:00,300
VIDP,EDDI,18:11+05:00,20:34+02:00,1,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|1079,EBCI,LBSF,13:57+02:00,18:06+03:00,300|1010,LBSF,EDDI,18:53+03:00,20:34+02:00,300
VIDP,EDDI,18:11+05:00,10:59+02:00,1,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|1083,EBCI,LKPR,04:33+02:00,06:26+02:00,340|1014,LKPR,EDDI,08:42+02:00,10:59+02:00,340
VIDP,EDDI,18:11+05:00,01:24+02:00,2,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|1083,EBCI,LKPR,04:33+02:00,06:26+02:00,340|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,18:11+05:00,01:24+02:00,2,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|1085,EBCI,LKPR,07:09+02:00,09:02+02:00,320|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,18:11+05:00,01:24+02:00,2,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|1087,EBCI,LKPR,15:52+02:00,17:45+02:00,320|1016,LKPR,EDDI,23:07+02:00,01:24+02:00,360
VIDP,EDDI,18:11+05:00,01:27+02:00,2,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|1091,EBCI,LDZA,06:17+02:00,09:36+02:00,340|1022,LDZA,EDDI,22:26+02:00,01:27+02:00,360
VIDP,EDDI,18:11+05:00,08:12+02:00,1,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|1095,EBCI,EKCH,03:38+02:00,05:36+02:00,300|1026,EKCH,EDDI,06:47+02:00,08:12+02:00,320
VIDP,EDDI,18:11+05:00,19:45+02:00,1,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|1095,EBCI,EKCH,03:38+02:00,05:36+02:00,300|1028,EKCH,EDDI,17:20+02:00,19:45+02:00,340
VIDP,EDDI,18:11+05:00,20:02+02:00,1,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|1095,EBCI,EKCH,03:38+02:00,05:36+02:00,300|1030,EKCH,EDDI,18:37+02:00,20:02+02:00,340
VIDP,EDDI,18:11+05:00,19:45+02:00,1,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|1097,EBCI,EKCH,14:10+02:00,16:08+02:00,300|1028,EKCH,EDDI,17:20+02:00,19:45+02:00,340
VIDP,EDDI,18:11+05:00,20:02+02:00,1,false|1112,VIDP,EBCI,18:11+05:00,01:20+02:00,360|1097,EBCI,EKCH,14:10+02:00,16:08+02:00,300|1030,EKCH,EDDI,18:37+02:00,20:02+02:00,340
VIDP,EDDI,03:32+05:00,18:08+02:00,1,false|1138,VIDP,UMMS,03:32+05:00,09:38+03:00,360|666,UMMS,SLLP,10:18+03:00,19:10-04:00,320|653,SLLP,EDDI,21:33-04:00,18:08+02:00,300
VIDP,EDDI,03:32+05:00,14:31+02:00,0,false|1138,VIDP,UMMS,03:32+05:00,09:38+03:00,360|1000,UMMS,EDDI,12:15+03:00,14:31+02:00,360
