LBSF,SKBO,02:46+03:00,21:42-05:00,0,false|LBSF,SEQM,02:46+03:00,09:29-05:00,360|SEQM,SKBO,19:55-05:00,21:42-05:00,360
LBSF,SLLP,03:13+03:00,17:45-04:00,1,false|LBSF,SVMI,03:13+03:00,09:46-04:00,320|SVMI,WMKK,13:45-04:00,13:21+08:00,300|WMKK,SLLP,16:42+08:00,17:45-04:00,320
LBSF,SLLP,03:13+03:00,23:40-04:00,1,false|LBSF,SVMI,03:13+03:00,09:46-04:00,320|SVMI,WMKK,13:45-04:00,13:21+08:00,300|WMKK,SLLP,22:37+08:00,23:40-04:00,360
LBSF,SLLP,03:13+03:00,23:40-04:00,1,false|LBSF,SVMI,03:13+03:00,09:46-04:00,320|SVMI,WMKK,19:29-04:00,19:05+08:00,320|WMKK,SLLP,22:37+08:00,23:40-04:00,360
LBSF,SLLP,03:13+03:00,22:56-04:00,1,false|LBSF,SVMI,03:13+03:00,09:46-04:00,320|SVMI,WSSS,12:15-04:00,12:53+08:00,320|WSSS,SLLP,21:55+08:00,22:56-04:00,360
LBSF,SLLP,03:13+03:00,15:43-04:00,1,false|LBSF,SVMI,03:13+03:00,09:46-04:00,320|SVMI,WIII,14:19-04:00,11:26+07:00,340|WIII,SLLP,16:40+07:00,15:43-04:00,360
LBSF,SLLP,03:13+03:00,18:16-04:00,1,false|LBSF,SVMI,03:13+03:00,09:46-04:00,320|SVMI,WIII,14:19-04:00,11:26+07:00,340|WIII,SLLP,19:13+07:00,18:16-04:00,320
LBSF,SLLP,03:13+03:00,18:23-04:00,1,false|LBSF,SVMI,03:13+03:00,09:46-04:00,320|SVMI,RPLL,13:45-04:00,13:23+08:00,340|RPLL,SLLP,17:34+08:00,18:23-04:00,320
LBSF,SLLP,09:28+03:00,17:56-04:00,1,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,SBBR,20:41-04:00,03:03-03:00,300|SBBR,SLLP,14:06-03:00,17:56-04:00,300
LBSF,SLLP,09:28+03:00,23:06-04:00,1,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,SBBR,20:41-04:00,03:03-03:00,300|SBBR,SLLP,20:16-03:00,23:06-04:00,320
LBSF,SLLP,09:28+03:00,10:48-04:00,1,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320|SGAS,SLLP,07:54-04:00,10:48-04:00,360
LBSF,SLLP,09:28+03:00,19:55-04:00,1,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320|SGAS,SLLP,16:01-04:00,19:55-04:00,320
LBSF,SLLP,09:28+03:00,21:00-04:00,1,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,SGAS,22:21-04:00,05:23-04:00,320|SGAS,SLLP,18:06-04:00,21:00-04:00,320
LBSF,SLLP,09:28+03:00,20:34-04:00,1,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,SUAA,19:49-04:00,04:06-03:00,300|SUAA,SLLP,17:38-03:00,20:34-04:00,360
LBSF,SLLP,09:28+03:00,03:43-04:00,2,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,LATI,18:33-04:00,13:42+02:00,340|LATI,SLLP,18:59+02:00,03:43-04:00,360
LBSF,SLLP,09:28+03:00,20:11-04:00,1,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,EDDI,17:38-04:00,11:10+02:00,340|EDDI,SLLP,11:36+02:00,20:11-04:00,300
LBSF,SLLP,09:28+03:00,01:11-04:00,2,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,EDDI,17:38-04:00,11:10+02:00,340|EDDI,SLLP,16:36+02:00,01:11-04:00,360
LBSF,SLLP,09:28+03:00,23:58-04:00,1,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,EBCI,20:57-04:00,13:40+02:00,360|EBCI,SLLP,15:13+02:00,23:58-04:00,360
LBSF,SLLP,09:28+03:00,05:41-04:00,2,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,EBCI,20:57-04:00,13:40+02:00,360|EBCI,SLLP,21:56+02:00,05:41-04:00,360
LBSF,SLLP,09:28+03:00,04:55-04:00,2,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,UMMS,19:59-04:00,15:47+03:00,320|UMMS,SLLP,19:03+03:00,04:55-04:00,340
LBSF,SLLP,09:28+03:00,07:12-04:00,2,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,LKPR,21:05-04:00,15:42+02:00,300|LKPR,SLLP,22:37+02:00,07:12-04:00,360
LBSF,SLLP,09:28+03:00,06:46-04:00,2,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,LDZA,17:24-04:00,11:12+02:00,340|LDZA,SLLP,21:11+02:00,06:46-04:00,360
LBSF,SLLP,09:28+03:00,02:20-04:00,2,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,EKCH,20:36-04:00,14:05+02:00,300|EKCH,SLLP,17:42+02:00,02:20-04:00,300
LBSF,SLLP,09:28+03:00,06:15-04:00,2,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,EKCH,20:36-04:00,14:05+02:00,300|EKCH,SLLP,21:37+02:00,06:15-04:00,320
LBSF,SLLP,09:28+03:00,07:07-04:00,2,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,EHAM,20:09-04:00,13:55+02:00,360|EHAM,SLLP,23:15+02:00,07:07-04:00,320
LBSF,SLLP,09:28+03:00,17:39-04:00,1,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,VIDP,23:58-04:00,03:50+05:00,340|VIDP,SLLP,04:18+05:00,17:39-04:00,320
LBSF,SLLP,09:28+03:00,02:46-04:00,2,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,VIDP,23:58-04:00,03:50+05:00,340|VIDP,SLLP,13:25+05:00,02:46-04:00,320
LBSF,SLLP,09:28+03:00,23:40-04:00,1,false|LBSF,SVMI,09:28+03:00,15:01-04:00,340|SVMI,WMKK,19:29-04:00,19:05+08:00,320|WMKK,SLLP,22:37+08:00,23:40-04:00,360
LBSF,SLLP,13:14+03:00,17:56-04:00,1,false|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,SBBR,20:41-04:00,03:03-03:00,300|SBBR,SLLP,14:06-03:00,17:56-04:00,300
LBSF,SLLP,13:14+03:00,23:06-04:00,1,false|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,SBBR,20:41-04:00,03:03-03:00,300|SBBR,SLLP,20:16-03:00,23:06-04:00,320
LBSF,SLLP,13:14+03:00,10:48-04:00,1,false|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,SGAS,22:21-04:00,05:23-04:00,320|SGAS,SLLP,07:54-04:00,10:48-04:00,360
LBSF,SLLP,13:14+03:00,19:55-04:00,1,false|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,SGAS,22:21-04:00,05:23-04:00,320|SGAS,SLLP,16:01-04:00,19:55-04:00,320
LBSF,SLLP,13:14+03:00,21:00-04:00,1,false|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,SGAS,22:21-04:00,05:23-04:00,320|SGAS,SLLP,18:06-04:00,21:00-04:00,320
LBSF,SLLP,13:14+03:00,23:58-04:00,1,false|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,EBCI,20:57-04:00,13:40+02:00,360|EBCI,SLLP,15:13+02:00,23:58-04:00,360
LBSF,SLLP,13:14+03:00,05:41-04:00,2,false|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,EBCI,20:57-04:00,13:40+02:00,360|EBCI,SLLP,21:56+02:00,05:41-04:00,360
LBSF,SLLP,13:14+03:00,04:55-04:00,2,false|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,UMMS,19:59-04:00,15:47+03:00,320|UMMS,SLLP,19:03+03:00,04:55-04:00,340
LBSF,SLLP,13:14+03:00,07:12-04:00,2,false|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,LKPR,21:05-04:00,15:42+02:00,300|LKPR,SLLP,22:37+02:00,07:12-04:00,360
LBSF,SLLP,13:14+03:00,02:20-04:00,2,false|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,EKCH,20:36-04:00,14:05+02:00,300|EKCH,SLLP,17:42+02:00,02:20-04:00,300
LBSF,SLLP,13:14+03:00,06:15-04:00,2,false|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,EKCH,20:36-04:00,14:05+02:00,300|EKCH,SLLP,21:37+02:00,06:15-04:00,320
LBSF,SLLP,13:14+03:00,07:07-04:00,2,false|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,EHAM,20:09-04:00,13:55+02:00,360|EHAM,SLLP,23:15+02:00,07:07-04:00,320
LBSF,SLLP,13:14+03:00,17:39-04:00,1,false|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,VIDP,23:58-04:00,03:50+05:00,340|VIDP,SLLP,04:18+05:00,17:39-04:00,320
LBSF,SLLP,13:14+03:00,02:46-04:00,2,false|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,VIDP,23:58-04:00,03:50+05:00,340|VIDP,SLLP,13:25+05:00,02:46-04:00,320
LBSF,SLLP,13:14+03:00,10:26-04:00,2,false|LBSF,SVMI,13:14+03:00,19:47-04:00,320|SVMI,VIDP,23:58-04:00,03:50+05:00,340|VIDP,SLLP,21:05+05:00,10:26-04:00,300
LBSF,SLLP,21:08+03:00,02:28-04:00,2,false|LBSF,SVMI,21:08+03:00,03:41-04:00,300|SVMI,SKBO,06:33-04:00,08:56-05:00,340|SKBO,SLLP,21:33-05:00,02:28-04:00,360
LBSF,SLLP,21:08+03:00,02:28-04:00,2,false|LBSF,SVMI,21:08+03:00,03:41-04:00,300|SVMI,SKBO,14:35-04:00,16:58-05:00,340|SKBO,SLLP,21:33-05:00,02:28-04:00,360
LBSF,SLLP,21:08+03:00,01:46-04:00,2,false|LBSF,SVMI,21:08+03:00,03:41-04:00,300|SVMI,SEQM,14:49-04:00,17:59-05:00,300|SEQM,SLLP,20:09-05:00,01:46-04:00,320
LBSF,SLLP,21:08+03:00,18:19-04:00,1,false|LBSF,SVMI,21:08+03:00,03:41-04:00,300|SVMI,SPIM,05:03-04:00,09:29-05:00,300|SPIM,SLLP,14:59-05:00,18:19-04:00,360
LBSF,SLLP,21:08+03:00,23:45-04:00,1,false|LBSF,SVMI,21:08+03:00,03:41-04:00,300|SVMI,SPIM,05:03-04:00,09:29-05:00,300|SPIM,SLLP,19:25-05:00,23:45-04:00,360
LBSF,SLLP,21:08+03:00,18:19-04:00,1,false|LBSF,SVMI,21:08+03:00,03:41-04:00,300|SVMI,SPIM,06:23-04:00,10:49-05:00,320|SPIM,SLLP,14:59-05:00,18:19-04:00,360
LBSF,SLLP,21:08+03:00,23:45-04:00,1,false|LBSF,SVMI,21:08+03:00,03:41-04:00,300|SVMI,SPIM,06:23-04:00,10:49-05:00,320|SPIM,SLLP,19:25-05:00,23:45-04:00,360
LBSF,SLLP,21:08+03:00,23:45-04:00,1,false|LBSF,SVMI,21:08+03:00,03:41-04:00,300|SVMI,SPIM,13:09-04:00,17:35-05:00,360|SPIM,SLLP,19:25-05:00,23:45-04:00,360
LBSF,SLLP,21:08+03:00,19:55-04:00,1,false|LBSF,SVMI,21:08+03:00,03:41-04:00,300|SVMI,SGAS,08:58-04:00,15:00-04:00,360|SGAS,SLLP,16:01-04:00,19:55-04:00,320
LBSF,SLLP,21:08+03:00,21:00-04:00,1,false|LBSF,SVMI,21:08+03:00,03:41-04:00,300|SVMI,SGAS,08:58-04:00,15:00-04:00,360|SGAS,SLLP,18:06-04:00,21:00-04:00,320
LBSF,SLLP,21:08+03:00,20:34-04:00,1,false|LBSF,SVMI,21:08+03:00,03:41-04:00,300|SVMI,SUAA,06:28-04:00,15:45-03:00,340|SUAA,SLLP,17:38-03:00,20:34-04:00,360
LBSF,SLLP,21:08+03:00,11:15-04:00,2,false|LBSF,SVMI,21:08+03:00,03:41-04:00,300|SVMI,RKSI,06:55-04:00,07:20+09:00,360|RKSI,SLLP,10:24+09:00,11:15-04:00,320
LBSF,SLLP,21:08+03:00,20:43-04:00,2,false|LBSF,SVMI,21:08+03:00,03:41-04:00,300|SVMI,RKSI,06:55-04:00,07:20+09:00,360|RKSI,SLLP,19:52+09:00,20:43-04:00,340
LBSF,SLLP,21:08+03:00,20:43-04:00,2,false|LBSF,SVMI,21:08+03:00,03:41-04:00,300|SVMI,RKSI,13:38-04:00,14:03+09:00,360|RKSI,SLLP,19:52+09:00,20:43-04:00,340
LBSF,SLLP,02:40+03:00,02:28-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,SKBO,15:53-03:00,19:28-05:00,360|SKBO,SLLP,21:33-05:00,02:28-04:00,360
LBSF,SLLP,02:40+03:00,02:28-04:00,2,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,SKBO,21:57-03:00,01:32-05:00,360|SKBO,SLLP,21:33-05:00,02:28-04:00,360
LBSF,SLLP,02:40+03:00,17:56-04:00,0,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,SLLP,14:06-03:00,17:56-04:00,300
LBSF,SLLP,02:40+03:00,23:06-04:00,0,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,SLLP,20:16-03:00,23:06-04:00,320
LBSF,SLLP,02:40+03:00,08:10-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,SCEL,22:16-03:00,03:07-03:00,340|SCEL,SLLP,05:47-03:00,08:10-04:00,300
LBSF,SLLP,02:40+03:00,00:06-04:00,2,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,SCEL,22:16-03:00,03:07-03:00,340|SCEL,SLLP,21:43-03:00,00:06-04:00,320
LBSF,SLLP,02:40+03:00,06:49-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,SABE,20:43-03:00,00:42-03:00,320|SABE,SLLP,03:01-03:00,06:49-04:00,300
LBSF,SLLP,02:40+03:00,18:21-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,SABE,20:43-03:00,00:42-03:00,320|SABE,SLLP,15:33-03:00,18:21-04:00,360
LBSF,SLLP,02:40+03:00,19:13-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,LKPR,12:12-03:00,06:58+02:00,360|LKPR,SLLP,10:38+02:00,19:13-04:00,360
LBSF,SLLP,02:40+03:00,22:22-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,LKPR,12:12-03:00,06:58+02:00,360|LKPR,SLLP,13:47+02:00,22:22-04:00,340
LBSF,SLLP,02:40+03:00,20:43-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,RKSI,11:49-03:00,11:27+09:00,360|RKSI,SLLP,19:52+09:00,20:43-04:00,340
LBSF,SLLP,02:40+03:00,15:54-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,VTBS,13:52-03:00,09:40+07:00,360|VTBS,SLLP,13:23+07:00,15:54-04:00,300
LBSF,SLLP,02:40+03:00,20:13-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,VTBS,13:52-03:00,09:40+07:00,360|VTBS,SLLP,18:42+07:00,20:13-04:00,360
LBSF,SLLP,02:40+03:00,20:13-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,VTBS,21:37-03:00,17:25+07:00,300|VTBS,SLLP,18:42+07:00,20:13-04:00,360
LBSF,SLLP,02:40+03:00,01:54-04:00,2,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,ZBAA,17:59-03:00,16:45+08:00,360|ZBAA,SLLP,23:01+08:00,01:54-04:00,340
LBSF,SLLP,02:40+03:00,11:57-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,WMKK,13:26-03:00,10:40+08:00,300|WMKK,SLLP,10:54+08:00,11:57-04:00,340
LBSF,SLLP,02:40+03:00,17:45-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,WMKK,13:26-03:00,10:40+08:00,300|WMKK,SLLP,16:42+08:00,17:45-04:00,320
LBSF,SLLP,02:40+03:00,23:40-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,WMKK,13:26-03:00,10:40+08:00,300|WMKK,SLLP,22:37+08:00,23:40-04:00,360
LBSF,SLLP,02:40+03:00,23:40-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,WMKK,23:35-03:00,20:49+08:00,340|WMKK,SLLP,22:37+08:00,23:40-04:00,360
LBSF,SLLP,02:40+03:00,22:56-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,WSSS,12:06-03:00,09:17+08:00,320|WSSS,SLLP,21:55+08:00,22:56-04:00,360
LBSF,SLLP,02:40+03:00,22:56-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,WSSS,21:35-03:00,18:46+08:00,320|WSSS,SLLP,21:55+08:00,22:56-04:00,360
LBSF,SLLP,02:40+03:00,09:28-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,WIII,11:50-03:00,04:04+07:00,300|WIII,SLLP,10:25+07:00,09:28-04:00,300
LBSF,SLLP,02:40+03:00,15:43-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,WIII,11:50-03:00,04:04+07:00,300|WIII,SLLP,16:40+07:00,15:43-04:00,360
LBSF,SLLP,02:40+03:00,18:16-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,WIII,11:50-03:00,04:04+07:00,300|WIII,SLLP,19:13+07:00,18:16-04:00,320
LBSF,SLLP,02:40+03:00,15:43-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,WIII,21:12-03:00,14:26+07:00,360|WIII,SLLP,16:40+07:00,15:43-04:00,360
LBSF,SLLP,02:40+03:00,18:16-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,WIII,21:12-03:00,14:26+07:00,360|WIII,SLLP,19:13+07:00,18:16-04:00,320
LBSF,SLLP,02:40+03:00,18:23-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,RPLL,11:58-03:00,09:04+08:00,340|RPLL,SLLP,17:34+08:00,18:23-04:00,320
LBSF,SLLP,02:40+03:00,18:23-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,RPLL,16:51-03:00,14:57+08:00,320|RPLL,SLLP,17:34+08:00,18:23-04:00,320
LBSF,SLLP,02:40+03:00,18:23-04:00,1,false|LBSF,SBBR,02:40+03:00,10:40-03:00,320|SBBR,RPLL,18:49-03:00,16:55+08:00,300|RPLL,SLLP,17:34+08:00,18:23-04:00,320
LBSF,SLLP,13:51+03:00,02:28-04:00,2,false|LBSF,SBBR,13:51+03:00,21:51-03:00,340|SBBR,SKBO,21:57-03:00,01:32-05:00,360|SKBO,SLLP,21:33-05:00,02:28-04:00,360
LBSF,SLLP,13:51+03:00,08:10-04:00,1,false|LBSF,SBBR,13:51+03:00,21:51-03:00,340|SBBR,SCEL,22:16-03:00,03:07-03:00,340|SCEL,SLLP,05:47-03:00,08:10-04:00,300
LBSF,SLLP,13:51+03:00,00:06-04:00,2,false|LBSF,SBBR,13:51+03:00,21:51-03:00,340|SBBR,SCEL,22:16-03:00,03:07-03:00,340|SCEL,SLLP,21:43-03:00,00:06-04:00,320
LBSF,SLLP,13:51+03:00,10:48-04:00,1,false|LBSF,SBBR,13:51+03:00,21:51-03:00,340|SBBR,SGAS,22:32-03:00,00:27-04:00,320|SGAS,SLLP,07:54-04:00,10:48-04:00,360
LBSF,SLLP,13:51+03:00,19:55-04:00,1,false|LBSF,SBBR,13:51+03:00,21:51-03:00,340|SBBR,SGAS,22:32-03:00,00:27-04:00,320|SGAS,SLLP,16:01-04:00,19:55-04:00,320
LBSF,SLLP,13:51+03:00,21:00-04:00,1,false|LBSF,SBBR,13:51+03:00,21:51-03:00,340|SBBR,SGAS,22:32-03:00,00:27-04:00,320|SGAS,SLLP,18:06-04:00,21:00-04:00,320
LBSF,SLLP,13:51+03:00,23:40-04:00,1,false|LBSF,SBBR,13:51+03:00,21:51-03:00,340|SBBR,WMKK,23:35-03:00,20:49+08:00,340|WMKK,SLLP,22:37+08:00,23:40-04:00,360
LBSF,SLLP,19:11+03:00,02:28-04:00,2,false|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SKBO,15:53-03:00,19:28-05:00,360|SKBO,SLLP,21:33-05:00,02:28-04:00,360
LBSF,SLLP,19:11+03:00,21:09-04:00,1,false|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SEQM,07:28-03:00,11:14-05:00,360|SEQM,SLLP,16:32-05:00,21:09-04:00,320
LBSF,SLLP,19:11+03:00,01:46-04:00,2,false|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SEQM,07:28-03:00,11:14-05:00,360|SEQM,SLLP,20:09-05:00,01:46-04:00,320
LBSF,SLLP,19:11+03:00,21:09-04:00,1,false|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SEQM,08:15-03:00,12:01-05:00,340|SEQM,SLLP,16:32-05:00,21:09-04:00,320
LBSF,SLLP,19:11+03:00,01:46-04:00,2,false|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SEQM,08:15-03:00,12:01-05:00,340|SEQM,SLLP,20:09-05:00,01:46-04:00,320
LBSF,SLLP,19:11+03:00,17:56-04:00,1,false|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SLLP,14:06-03:00,17:56-04:00,300
LBSF,SLLP,19:11+03:00,23:06-04:00,1,false|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SLLP,20:16-03:00,23:06-04:00,320
LBSF,SLLP,19:11+03:00,00:06-04:00,2,false|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SCEL,03:36-03:00,08:27-03:00,360|SCEL,SLLP,21:43-03:00,00:06-04:00,320
LBSF,SLLP,19:11+03:00,18:21-04:00,1,false|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SABE,10:17-03:00,14:16-03:00,360|SABE,SLLP,15:33-03:00,18:21-04:00,360
LBSF,SLLP,19:11+03:00,10:48-04:00,1,false|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SGAS,04:57-03:00,06:52-04:00,320|SGAS,SLLP,07:54-04:00,10:48-04:00,360
LBSF,SLLP,19:11+03:00,19:55-04:00,1,false|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SGAS,04:57-03:00,06:52-04:00,320|SGAS,SLLP,16:01-04:00,19:55-04:00,320
LBSF,SLLP,19:11+03:00,21:00-04:00,1,false|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SGAS,04:57-03:00,06:52-04:00,320|SGAS,SLLP,18:06-04:00,21:00-04:00,320
LBSF,SLLP,19:11+03:00,19:55-04:00,1,false|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SGAS,06:11-03:00,08:06-04:00,300|SGAS,SLLP,16:01-04:00,19:55-04:00,320
LBSF,SLLP,19:11+03:00,21:00-04:00,1,false|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SGAS,06:11-03:00,08:06-04:00,300|SGAS,SLLP,18:06-04:00,21:00-04:00,320
LBSF,SLLP,19:11+03:00,20:34-04:00,1,false|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SUAA,05:30-03:00,09:23-03:00,320|SUAA,SLLP,17:38-03:00,20:34-04:00,360
LBSF,SLLP,19:11+03:00,20:34-04:00,1,false|LBSF,SBBR,19:11+03:00,03:11-03:00,320|SBBR,SUAA,09:17-03:00,13:10-03:00,360|SUAA,SLLP,17:38-03:00,20:34-04:00,360
LBSF,SLLP,03:30+03:00,21:09-04:00,0,false|LBSF,SPIM,03:30+03:00,11:14-05:00,320|SPIM,SEQM,12:52-05:00,15:33-05:00,360|SEQM,SLLP,16:32-05:00,21:09-04:00,320
LBSF,SLLP,03:30+03:00,01:46-04:00,1,false|LBSF,SPIM,03:30+03:00,11:14-05:00,320|SPIM,SEQM,12:52-05:00,15:33-05:00,360|SEQM,SLLP,20:09-05:00,01:46-04:00,320
LBSF,SLLP,03:30+03:00,08:46-04:00,1,false|LBSF,SPIM,03:30+03:00,11:14-05:00,320|SPIM,SEQM,22:03-05:00,01:44-05:00,320|SEQM,SLLP,03:09-05:00,08:46-04:00,340
LBSF,SLLP,03:30+03:00,13:02-04:00,1,false|LBSF,SPIM,03:30+03:00,11:14-05:00,320|SPIM,SEQM,22:03-05:00,01:44-05:00,320|SEQM,SLLP,08:25-05:00,13:02-04:00,320
LBSF,SLLP,03:30+03:00,21:09-04:00,1,false|LBSF,SPIM,03:30+03:00,11:14-05:00,320|SPIM,SEQM,22:03-05:00,01:44-05:00,320|SEQM,SLLP,16:32-05:00,21:09-04:00,320
LBSF,SLLP,03:30+03:00,01:46-04:00,2,false|LBSF,SPIM,03:30+03:00,11:14-05:00,320|SPIM,SEQM,22:03-05:00,01:44-05:00,320|SEQM,SLLP,20:09-05:00,01:46-04:00,320
LBSF,SLLP,03:30+03:00,06:53-04:00,1,false|LBSF,SPIM,03:30+03:00,11:14-05:00,320|SPIM,SVMI,18:15-05:00,00:41-04:00,340|SVMI,SLLP,01:15-04:00,06:53-04:00,300
LBSF,SLLP,03:30+03:00,18:19-04:00,0,false|LBSF,SPIM,03:30+03:00,11:14-05:00,320|SPIM,SLLP,14:59-05:00,18:19-04:00,360
LBSF,SLLP,03:30+03:00,23:45-04:00,0,false|LBSF,SPIM,03:30+03:00,11:14-05:00,320|SPIM,SLLP,19:25-05:00,23:45-04:00,360
LBSF,SLLP,03:30+03:00,00:06-04:00,1,false|LBSF,SPIM,03:30+03:00,11:14-05:00,320|SPIM,SCEL,13:51-05:00,20:55-03:00,340|SCEL,SLLP,21:43-03:00,00:06-04:00,320
LBSF,SLLP,03:30+03:00,08:10-04:00,1,false|LBSF,SPIM,03:30+03:00,11:14-05:00,320|SPIM,SCEL,18:33-05:00,01:37-03:00,320|SCEL,SLLP,05:47-03:00,08:10-04:00,300
LBSF,SLLP,03:30+03:00,00:06-04:00,2,false|LBSF,SPIM,03:30+03:00,11:14-05:00,320|SPIM,SCEL,18:33-05:00,01:37-03:00,320|SCEL,SLLP,21:43-03:00,00:06-04:00,320
LBSF,SLLP,03:30+03:00,06:49-04:00,1,false|LBSF,SPIM,03:30+03:00,11:14-05:00,320|SPIM,SABE,17:05-05:00,00:59-03:00,300|SABE,SLLP,03:01-03:00,06:49-04:00,300
LBSF,SLLP,03:30+03:00,18:21-04:00,1,false|LBSF,SPIM,03:30+03:00,11:14-05:00,320|SPIM,SABE,17:05-05:00,00:59-03:00,300|SABE,SLLP,15:33-03:00,18:21-04:00,360
LBSF,SLLP,03:30+03:00,06:49-04:00,1,false|LBSF,SPIM,03:30+03:00,11:14-05:00,320|SPIM,SABE,19:41-05:00,02:35-03:00,300|SABE,SLLP,03:01-03:00,06:49-04:00,300
