LDZA,SKBO,06:29+02:00,21:42-05:00,0,false|164,LDZA,SEQM,06:29+02:00,13:28-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
LDZA,SLLP,02:46+02:00,08:36-04:00,1,false|1355,LDZA,VTBS,02:46+02:00,13:18+07:00,360|1248,VTBS,LBSF,21:46+07:00,23:07+03:00,300|674,LBSF,SLLP,23:26+03:00,08:36-04:00,320
LDZA,SLLP,02:46+02:00,02:20-04:00,1,false|1355,LDZA,VTBS,02:46+02:00,13:18+07:00,360|1434,VTBS,EKCH,14:34+07:00,16:26+02:00,300|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300
LDZA,SLLP,02:46+02:00,06:15-04:00,1,false|1355,LDZA,VTBS,02:46+02:00,13:18+07:00,360|1434,VTBS,EKCH,14:34+07:00,16:26+02:00,300|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320
LDZA,SLLP,02:46+02:00,06:15-04:00,1,false|1355,LDZA,VTBS,02:46+02:00,13:18+07:00,360|1436,VTBS,EKCH,18:29+07:00,20:21+02:00,360|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320
LDZA,SLLP,02:46+02:00,06:45-04:00,1,false|1355,LDZA,VTBS,02:46+02:00,13:18+07:00,360|1474,VTBS,RKSI,19:41+07:00,02:03+09:00,300|710,RKSI,SLLP,05:54+09:00,06:45-04:00,300
LDZA,SLLP,02:46+02:00,11:15-04:00,1,false|1355,LDZA,VTBS,02:46+02:00,13:18+07:00,360|1474,VTBS,RKSI,19:41+07:00,02:03+09:00,300|712,RKSI,SLLP,10:24+09:00,11:15-04:00,320
LDZA,SLLP,02:46+02:00,20:43-04:00,1,false|1355,LDZA,VTBS,02:46+02:00,13:18+07:00,360|1474,VTBS,RKSI,19:41+07:00,02:03+09:00,300|714,RKSI,SLLP,19:52+09:00,20:43-04:00,340
LDZA,SLLP,02:46+02:00,08:40-04:00,1,false|1355,LDZA,VTBS,02:46+02:00,13:18+07:00,360|1501,VTBS,ZBAA,21:22+07:00,03:08+08:00,320|730,ZBAA,SLLP,06:47+08:00,08:40-04:00,320
LDZA,SLLP,02:46+02:00,01:54-04:00,2,false|1355,LDZA,VTBS,02:46+02:00,13:18+07:00,360|1501,VTBS,ZBAA,21:22+07:00,03:08+08:00,320|732,ZBAA,SLLP,23:01+08:00,01:54-04:00,340
LDZA,SLLP,02:46+02:00,05:22-04:00,1,false|1355,LDZA,VTBS,02:46+02:00,13:18+07:00,360|1509,VTBS,RJTT,21:58+07:00,04:04+09:00,360|734,RJTT,SLLP,04:30+09:00,05:22-04:00,300
LDZA,SLLP,02:46+02:00,13:33-04:00,1,false|1355,LDZA,VTBS,02:46+02:00,13:18+07:00,360|1509,VTBS,RJTT,21:58+07:00,04:04+09:00,360|736,RJTT,SLLP,12:41+09:00,13:33-04:00,340
LDZA,SLLP,06:45+02:00,20:13-04:00,0,false|1357,LDZA,VTBS,06:45+02:00,17:17+07:00,360|720,VTBS,SLLP,18:42+07:00,20:13-04:00,360
LDZA,SLLP,06:45+02:00,08:36-04:00,1,false|1357,LDZA,VTBS,06:45+02:00,17:17+07:00,360|1248,VTBS,LBSF,21:46+07:00,23:07+03:00,300|674,LBSF,SLLP,23:26+03:00,08:36-04:00,320
LDZA,SLLP,06:45+02:00,06:15-04:00,1,false|1357,LDZA,VTBS,06:45+02:00,17:17+07:00,360|1436,VTBS,EKCH,18:29+07:00,20:21+02:00,360|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320
LDZA,SLLP,06:45+02:00,06:45-04:00,1,false|1357,LDZA,VTBS,06:45+02:00,17:17+07:00,360|1474,VTBS,RKSI,19:41+07:00,02:03+09:00,300|710,RKSI,SLLP,05:54+09:00,06:45-04:00,300
LDZA,SLLP,06:45+02:00,11:15-04:00,1,false|1357,LDZA,VTBS,06:45+02:00,17:17+07:00,360|1474,VTBS,RKSI,19:41+07:00,02:03+09:00,300|712,RKSI,SLLP,10:24+09:00,11:15-04:00,320
LDZA,SLLP,06:45+02:00,20:43-04:00,1,false|1357,LDZA,VTBS,06:45+02:00,17:17+07:00,360|1474,VTBS,RKSI,19:41+07:00,02:03+09:00,300|714,RKSI,SLLP,19:52+09:00,20:43-04:00,340
LDZA,SLLP,06:45+02:00,08:40-04:00,1,false|1357,LDZA,VTBS,06:45+02:00,17:17+07:00,360|1501,VTBS,ZBAA,21:22+07:00,03:08+08:00,320|730,ZBAA,SLLP,06:47+08:00,08:40-04:00,320
LDZA,SLLP,06:45+02:00,01:54-04:00,2,false|1357,LDZA,VTBS,06:45+02:00,17:17+07:00,360|1501,VTBS,ZBAA,21:22+07:00,03:08+08:00,320|732,ZBAA,SLLP,23:01+08:00,01:54-04:00,340
LDZA,SLLP,06:45+02:00,05:22-04:00,1,false|1357,LDZA,VTBS,06:45+02:00,17:17+07:00,360|1509,VTBS,RJTT,21:58+07:00,04:04+09:00,360|734,RJTT,SLLP,04:30+09:00,05:22-04:00,300
LDZA,SLLP,06:45+02:00,13:33-04:00,1,false|1357,LDZA,VTBS,06:45+02:00,17:17+07:00,360|1509,VTBS,RJTT,21:58+07:00,04:04+09:00,360|736,RJTT,SLLP,12:41+09:00,13:33-04:00,340
LDZA,SLLP,13:30+02:00,01:46-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|200,VTBS,SEQM,15:02+07:00,17:21-05:00,360|95,SEQM,SLLP,20:09-05:00,01:46-04:00,320
LDZA,SLLP,13:30+02:00,17:56-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|494,VTBS,SBBR,05:36+07:00,05:24-03:00,360|397,SBBR,SLLP,14:06-03:00,17:56-04:00,300
LDZA,SLLP,13:30+02:00,23:06-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|494,VTBS,SBBR,05:36+07:00,05:24-03:00,360|399,SBBR,SLLP,20:16-03:00,23:06-04:00,320
LDZA,SLLP,13:30+02:00,17:56-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|496,VTBS,SBBR,10:33+07:00,10:21-03:00,360|397,SBBR,SLLP,14:06-03:00,17:56-04:00,300
LDZA,SLLP,13:30+02:00,23:06-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|496,VTBS,SBBR,10:33+07:00,10:21-03:00,360|399,SBBR,SLLP,20:16-03:00,23:06-04:00,320
LDZA,SLLP,13:30+02:00,23:06-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|498,VTBS,SBBR,16:12+07:00,16:00-03:00,360|399,SBBR,SLLP,20:16-03:00,23:06-04:00,320
LDZA,SLLP,13:30+02:00,07:29-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|716,VTBS,SLLP,05:58+07:00,07:29-04:00,360
LDZA,SLLP,13:30+02:00,15:54-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|718,VTBS,SLLP,13:23+07:00,15:54-04:00,300
LDZA,SLLP,13:30+02:00,20:13-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|720,VTBS,SLLP,18:42+07:00,20:13-04:00,360
LDZA,SLLP,13:30+02:00,13:32-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|948,VTBS,LATI,03:37+07:00,04:41+02:00,340|642,LATI,SLLP,04:48+02:00,13:32-04:00,340
LDZA,SLLP,13:30+02:00,18:59-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|948,VTBS,LATI,03:37+07:00,04:41+02:00,340|644,LATI,SLLP,09:15+02:00,18:59-04:00,320
LDZA,SLLP,13:30+02:00,21:39-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|948,VTBS,LATI,03:37+07:00,04:41+02:00,340|646,LATI,SLLP,12:55+02:00,21:39-04:00,360
LDZA,SLLP,13:30+02:00,03:43-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|948,VTBS,LATI,03:37+07:00,04:41+02:00,340|648,LATI,SLLP,18:59+02:00,03:43-04:00,360
LDZA,SLLP,13:30+02:00,03:43-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|950,VTBS,LATI,12:55+07:00,13:59+02:00,320|648,LATI,SLLP,18:59+02:00,03:43-04:00,360
LDZA,SLLP,13:30+02:00,12:51-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1154,VTBS,UMMS,00:22+07:00,03:18+03:00,320|664,UMMS,SLLP,03:59+03:00,12:51-04:00,320
LDZA,SLLP,13:30+02:00,19:10-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1154,VTBS,UMMS,00:22+07:00,03:18+03:00,320|666,UMMS,SLLP,10:18+03:00,19:10-04:00,320
LDZA,SLLP,13:30+02:00,04:55-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1154,VTBS,UMMS,00:22+07:00,03:18+03:00,320|668,UMMS,SLLP,19:03+03:00,04:55-04:00,340
LDZA,SLLP,13:30+02:00,04:55-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1156,VTBS,UMMS,08:40+07:00,11:36+03:00,320|668,UMMS,SLLP,19:03+03:00,04:55-04:00,340
LDZA,SLLP,13:30+02:00,22:03-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1244,VTBS,LBSF,01:17+07:00,03:38+03:00,340|672,LBSF,SLLP,13:53+03:00,22:03-04:00,300
LDZA,SLLP,13:30+02:00,08:36-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1244,VTBS,LBSF,01:17+07:00,03:38+03:00,340|674,LBSF,SLLP,23:26+03:00,08:36-04:00,320
LDZA,SLLP,13:30+02:00,22:03-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1246,VTBS,LBSF,08:29+07:00,10:50+03:00,320|672,LBSF,SLLP,13:53+03:00,22:03-04:00,300
LDZA,SLLP,13:30+02:00,08:36-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1246,VTBS,LBSF,08:29+07:00,10:50+03:00,320|674,LBSF,SLLP,23:26+03:00,08:36-04:00,320
LDZA,SLLP,13:30+02:00,08:36-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1248,VTBS,LBSF,21:46+07:00,23:07+03:00,300|674,LBSF,SLLP,23:26+03:00,08:36-04:00,320
LDZA,SLLP,13:30+02:00,19:57-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1432,VTBS,EKCH,03:56+07:00,05:48+02:00,300|690,EKCH,SLLP,10:19+02:00,19:57-04:00,360
LDZA,SLLP,13:30+02:00,02:20-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1432,VTBS,EKCH,03:56+07:00,05:48+02:00,300|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300
LDZA,SLLP,13:30+02:00,06:15-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1432,VTBS,EKCH,03:56+07:00,05:48+02:00,300|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320
LDZA,SLLP,13:30+02:00,02:20-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1434,VTBS,EKCH,14:34+07:00,16:26+02:00,300|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300
LDZA,SLLP,13:30+02:00,06:15-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1434,VTBS,EKCH,14:34+07:00,16:26+02:00,300|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320
LDZA,SLLP,13:30+02:00,06:15-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1436,VTBS,EKCH,18:29+07:00,20:21+02:00,360|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320
LDZA,SLLP,13:30+02:00,02:46-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1444,VTBS,VIDP,01:35+07:00,09:30+05:00,300|706,VIDP,SLLP,13:25+05:00,02:46-04:00,320
LDZA,SLLP,13:30+02:00,10:26-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1444,VTBS,VIDP,01:35+07:00,09:30+05:00,300|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300
LDZA,SLLP,13:30+02:00,10:26-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1446,VTBS,VIDP,10:53+07:00,18:48+05:00,300|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300
LDZA,SLLP,13:30+02:00,11:15-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1468,VTBS,RKSI,02:18+07:00,09:40+09:00,340|712,RKSI,SLLP,10:24+09:00,11:15-04:00,320
LDZA,SLLP,13:30+02:00,20:43-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1468,VTBS,RKSI,02:18+07:00,09:40+09:00,340|714,RKSI,SLLP,19:52+09:00,20:43-04:00,340
LDZA,SLLP,13:30+02:00,20:43-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1470,VTBS,RKSI,10:48+07:00,17:10+09:00,360|714,RKSI,SLLP,19:52+09:00,20:43-04:00,340
LDZA,SLLP,13:30+02:00,21:17-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1491,VTBS,OMDB,02:32+07:00,07:41+04:00,320|724,OMDB,SLLP,10:38+04:00,21:17-04:00,360
LDZA,SLLP,13:30+02:00,23:41-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1491,VTBS,OMDB,02:32+07:00,07:41+04:00,320|726,OMDB,SLLP,12:02+04:00,23:41-04:00,300
LDZA,SLLP,13:30+02:00,08:20-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1491,VTBS,OMDB,02:32+07:00,07:41+04:00,320|728,OMDB,SLLP,21:41+04:00,08:20-04:00,300
LDZA,SLLP,13:30+02:00,08:20-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1493,VTBS,OMDB,07:50+07:00,12:59+04:00,300|728,OMDB,SLLP,21:41+04:00,08:20-04:00,300
LDZA,SLLP,13:30+02:00,08:20-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1495,VTBS,OMDB,12:40+07:00,17:49+04:00,300|728,OMDB,SLLP,21:41+04:00,08:20-04:00,300
LDZA,SLLP,13:30+02:00,01:54-04:00,2,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1499,VTBS,ZBAA,04:35+07:00,10:21+08:00,300|732,ZBAA,SLLP,23:01+08:00,01:54-04:00,340
LDZA,SLLP,13:30+02:00,13:33-04:00,1,false|1359,LDZA,VTBS,13:30+02:00,00:02+07:00,360|1503,VTBS,RJTT,00:38+07:00,07:44+09:00,340|736,RJTT,SLLP,12:41+09:00,13:33-04:00,340
LDZA,SLLP,20:51+02:00,01:46-04:00,2,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|200,VTBS,SEQM,15:02+07:00,17:21-05:00,360|95,SEQM,SLLP,20:09-05:00,01:46-04:00,320
LDZA,SLLP,20:51+02:00,17:56-04:00,1,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|496,VTBS,SBBR,10:33+07:00,10:21-03:00,360|397,SBBR,SLLP,14:06-03:00,17:56-04:00,300
LDZA,SLLP,20:51+02:00,23:06-04:00,1,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|496,VTBS,SBBR,10:33+07:00,10:21-03:00,360|399,SBBR,SLLP,20:16-03:00,23:06-04:00,320
LDZA,SLLP,20:51+02:00,23:06-04:00,1,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|498,VTBS,SBBR,16:12+07:00,16:00-03:00,360|399,SBBR,SLLP,20:16-03:00,23:06-04:00,320
LDZA,SLLP,20:51+02:00,15:54-04:00,1,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|718,VTBS,SLLP,13:23+07:00,15:54-04:00,300
LDZA,SLLP,20:51+02:00,20:13-04:00,1,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|720,VTBS,SLLP,18:42+07:00,20:13-04:00,360
LDZA,SLLP,20:51+02:00,03:43-04:00,2,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|950,VTBS,LATI,12:55+07:00,13:59+02:00,320|648,LATI,SLLP,18:59+02:00,03:43-04:00,360
LDZA,SLLP,20:51+02:00,04:55-04:00,2,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|1156,VTBS,UMMS,08:40+07:00,11:36+03:00,320|668,UMMS,SLLP,19:03+03:00,04:55-04:00,340
LDZA,SLLP,20:51+02:00,22:03-04:00,1,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|1246,VTBS,LBSF,08:29+07:00,10:50+03:00,320|672,LBSF,SLLP,13:53+03:00,22:03-04:00,300
LDZA,SLLP,20:51+02:00,08:36-04:00,2,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|1246,VTBS,LBSF,08:29+07:00,10:50+03:00,320|674,LBSF,SLLP,23:26+03:00,08:36-04:00,320
LDZA,SLLP,20:51+02:00,08:36-04:00,2,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|1248,VTBS,LBSF,21:46+07:00,23:07+03:00,300|674,LBSF,SLLP,23:26+03:00,08:36-04:00,320
LDZA,SLLP,20:51+02:00,02:20-04:00,2,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|1434,VTBS,EKCH,14:34+07:00,16:26+02:00,300|692,EKCH,SLLP,17:42+02:00,02:20-04:00,300
LDZA,SLLP,20:51+02:00,06:15-04:00,2,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|1434,VTBS,EKCH,14:34+07:00,16:26+02:00,300|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320
LDZA,SLLP,20:51+02:00,06:15-04:00,2,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|1436,VTBS,EKCH,18:29+07:00,20:21+02:00,360|694,EKCH,SLLP,21:37+02:00,06:15-04:00,320
LDZA,SLLP,20:51+02:00,10:26-04:00,2,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|1446,VTBS,VIDP,10:53+07:00,18:48+05:00,300|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300
LDZA,SLLP,20:51+02:00,20:43-04:00,1,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|1470,VTBS,RKSI,10:48+07:00,17:10+09:00,360|714,RKSI,SLLP,19:52+09:00,20:43-04:00,340
LDZA,SLLP,20:51+02:00,08:20-04:00,2,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|1493,VTBS,OMDB,07:50+07:00,12:59+04:00,300|728,OMDB,SLLP,21:41+04:00,08:20-04:00,300
LDZA,SLLP,20:51+02:00,08:20-04:00,2,false|1361,LDZA,VTBS,20:51+02:00,07:23+07:00,360|1495,VTBS,OMDB,12:40+07:00,17:49+04:00,300|728,OMDB,SLLP,21:41+04:00,08:20-04:00,300
LDZA,SLLP,03:16+02:00,08:46-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|206,OMDB,SEQM,14:35+04:00,00:31-05:00,360|89,SEQM,SLLP,03:09-05:00,08:46-04:00,340
LDZA,SLLP,03:16+02:00,13:02-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|206,OMDB,SEQM,14:35+04:00,00:31-05:00,360|91,SEQM,SLLP,08:25-05:00,13:02-04:00,320
LDZA,SLLP,03:16+02:00,21:09-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|206,OMDB,SEQM,14:35+04:00,00:31-05:00,360|93,SEQM,SLLP,16:32-05:00,21:09-04:00,320
LDZA,SLLP,03:16+02:00,01:46-04:00,2,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|206,OMDB,SEQM,14:35+04:00,00:31-05:00,360|95,SEQM,SLLP,20:09-05:00,01:46-04:00,320
LDZA,SLLP,03:16+02:00,21:09-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|208,OMDB,SEQM,23:10+04:00,09:06-05:00,320|93,SEQM,SLLP,16:32-05:00,21:09-04:00,320
LDZA,SLLP,03:16+02:00,01:46-04:00,2,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|208,OMDB,SEQM,23:10+04:00,09:06-05:00,320|95,SEQM,SLLP,20:09-05:00,01:46-04:00,320
LDZA,SLLP,03:16+02:00,05:34-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|504,OMDB,SBBR,16:51+04:00,01:48-03:00,320|395,SBBR,SLLP,02:44-03:00,05:34-04:00,340
LDZA,SLLP,03:16+02:00,17:56-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|504,OMDB,SBBR,16:51+04:00,01:48-03:00,320|397,SBBR,SLLP,14:06-03:00,17:56-04:00,300
LDZA,SLLP,03:16+02:00,23:06-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|504,OMDB,SBBR,16:51+04:00,01:48-03:00,320|399,SBBR,SLLP,20:16-03:00,23:06-04:00,320
LDZA,SLLP,03:16+02:00,17:56-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|506,OMDB,SBBR,19:30+04:00,04:27-03:00,320|397,SBBR,SLLP,14:06-03:00,17:56-04:00,300
LDZA,SLLP,03:16+02:00,23:06-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|506,OMDB,SBBR,19:30+04:00,04:27-03:00,320|399,SBBR,SLLP,20:16-03:00,23:06-04:00,320
LDZA,SLLP,03:16+02:00,08:20-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|728,OMDB,SLLP,21:41+04:00,08:20-04:00,300
LDZA,SLLP,03:16+02:00,03:43-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|956,OMDB,LATI,14:52+04:00,18:36+02:00,360|648,LATI,SLLP,18:59+02:00,03:43-04:00,360
LDZA,SLLP,03:16+02:00,04:55-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1166,OMDB,UMMS,13:46+04:00,18:36+03:00,320|668,UMMS,SLLP,19:03+03:00,04:55-04:00,340
LDZA,SLLP,03:16+02:00,10:26-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1454,OMDB,VIDP,14:03+04:00,19:49+05:00,360|708,VIDP,SLLP,21:05+05:00,10:26-04:00,300
LDZA,SLLP,03:16+02:00,06:45-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1480,OMDB,RKSI,14:16+04:00,02:38+09:00,300|710,RKSI,SLLP,05:54+09:00,06:45-04:00,300
LDZA,SLLP,03:16+02:00,11:15-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1480,OMDB,RKSI,14:16+04:00,02:38+09:00,300|712,RKSI,SLLP,10:24+09:00,11:15-04:00,320
LDZA,SLLP,03:16+02:00,20:43-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1480,OMDB,RKSI,14:16+04:00,02:38+09:00,300|714,RKSI,SLLP,19:52+09:00,20:43-04:00,340
LDZA,SLLP,03:16+02:00,11:15-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|712,RKSI,SLLP,10:24+09:00,11:15-04:00,320
LDZA,SLLP,03:16+02:00,20:43-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1482,OMDB,RKSI,19:25+04:00,07:47+09:00,360|714,RKSI,SLLP,19:52+09:00,20:43-04:00,340
LDZA,SLLP,03:16+02:00,07:29-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300|716,VTBS,SLLP,05:58+07:00,07:29-04:00,360
LDZA,SLLP,03:16+02:00,15:54-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300|718,VTBS,SLLP,13:23+07:00,15:54-04:00,300
LDZA,SLLP,03:16+02:00,20:13-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300|720,VTBS,SLLP,18:42+07:00,20:13-04:00,360
LDZA,SLLP,03:16+02:00,15:54-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340|718,VTBS,SLLP,13:23+07:00,15:54-04:00,300
LDZA,SLLP,03:16+02:00,20:13-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340|720,VTBS,SLLP,18:42+07:00,20:13-04:00,360
LDZA,SLLP,03:16+02:00,08:40-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1515,OMDB,ZBAA,16:20+04:00,03:52+08:00,340|730,ZBAA,SLLP,06:47+08:00,08:40-04:00,320
LDZA,SLLP,03:16+02:00,01:54-04:00,2,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1515,OMDB,ZBAA,16:20+04:00,03:52+08:00,340|732,ZBAA,SLLP,23:01+08:00,01:54-04:00,340
LDZA,SLLP,03:16+02:00,01:54-04:00,2,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1517,OMDB,ZBAA,19:19+04:00,06:51+08:00,300|732,ZBAA,SLLP,23:01+08:00,01:54-04:00,340
LDZA,SLLP,03:16+02:00,13:33-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1521,OMDB,RJTT,22:51+04:00,10:05+09:00,360|736,RJTT,SLLP,12:41+09:00,13:33-04:00,340
LDZA,SLLP,03:16+02:00,04:06-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1525,OMDB,WMKK,13:02+04:00,01:53+08:00,360|738,WMKK,SLLP,03:03+08:00,04:06-04:00,320
LDZA,SLLP,03:16+02:00,11:57-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1525,OMDB,WMKK,13:02+04:00,01:53+08:00,360|740,WMKK,SLLP,10:54+08:00,11:57-04:00,340
LDZA,SLLP,03:16+02:00,17:45-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1525,OMDB,WMKK,13:02+04:00,01:53+08:00,360|742,WMKK,SLLP,16:42+08:00,17:45-04:00,320
LDZA,SLLP,03:16+02:00,23:40-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1525,OMDB,WMKK,13:02+04:00,01:53+08:00,360|744,WMKK,SLLP,22:37+08:00,23:40-04:00,360
LDZA,SLLP,03:16+02:00,11:57-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1527,OMDB,WMKK,21:28+04:00,09:19+08:00,340|740,WMKK,SLLP,10:54+08:00,11:57-04:00,340
LDZA,SLLP,03:16+02:00,17:45-04:00,1,false|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1527,OMDB,WMKK,21:28+04:00,09:19+08:00,340|742,WMKK,SLLP,16:42+08:00,17:45-04:00,320
